指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
870,宁越音响历史博物馆,江原道宁越郡内里溪谷路18,#江原道#春川#旅游地#博物馆,033-370-2050,http://slowcityksg.kr/,每周一1月1日节假日,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0078_I_01.JPG&w=454&h=242,成人5000韩元/青少年4000韩元/儿童3000韩元,可停车免费停车,宁越音响历史博物馆利用废校的130平方米空间展示着从20世纪20年代开始备受喜爱的真空管收音机以及从1950年开始正式销售的晶体管收音机等各种国内外收音机的变迁史。 展示着250多套收音机和录音机录音机照相机等多彩的收藏品。
871,映月传媒记者博物馆,江原道宁越郡西江路1094,#江原道#春川#旅游地#博物馆,033-372-1094,http://www.ywmuseum.com/,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0077_I_01.JPG&w=454&h=242,成人4000~5000韩元/青少年3000~4000韩元/儿童2000~3000韩元,可停车免费停车,在宁越有国内最早的记者博物馆。 宁越传媒记者博物馆设有3个展厅和室外展览室以帮助青少年正确理解媒体。 展示着现场记者使用的臂章飞豹打字机照相机出入记者证等过去定期在韩国采访时使用的所有工具。永越媒体记者博物馆从《汉城旬报》到最近的新闻报道资料可再现韩国新闻历史670年代广播记者的采访用品和记者的样子等并展示1800多部国内定期刊物。
872,宁越洞窟生态馆,江原道宁越郡金笠面真别里506-22,#江原道#春川#旅游地#博物馆,033-372-6828,http://www.ywmuseum.com/section/donggul/page/,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0076_I_01.JPG&w=454&h=242,成人2000~3000韩元/青少年1500~2000韩元/儿童1500~2000韩元,可停车免费停车,宁越洞窟生态馆是我国第一座为有效向参观者传达各领域洞穴专家资料而进行规划和设计的展示设施。 设有洞窟研究所会议室等地下12层展示馆分为5个区域石灰是谁制造隐藏的洞窟生物黑暗也不会碰撞对蝙蝠的真实神秘。
873,非洲美术博物馆,江原道宁越郡宁越东路一107-1,#江原道#春川#旅游地#博物馆,033-372-3229,http://www.aamy.kr/,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0074_I_01.JPG&w=454&h=242,成人4000~5000韩元/青少年3000~4000韩元/儿童2000~3000韩元,200辆可停车免费停车,展示着非洲美术博物馆馆长赵明行(音)在驻非洲大使时期收集的收藏品和16个国家驻非洲大使馆展出的300多幅作品现代美术品等还有非洲多个部落的生活意识信仰庆典等各种传统文化。
874,世界民俗乐器博物馆,江原道宁越郡渊堂路123,#江原道#春川#旅游地#博物馆,033-372-5909,http://www.e-musictour.com,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0072_I_01.JPG&w=454&h=242,成人5000韩元/青少年儿童4000韩元/未入学3000韩元,可停车免费停车,世界民俗乐器博物馆是展示世界各国珍贵乐器的乐器博物馆收藏了100多个国家的2000多件乐器而且还提供亲自触摸和演奏地球村各种乐器的体验机会。
875,墨山美术博物馆,江原道宁越郡金笠面金笠路697-6,#江原道#春川#旅游地#博物馆,033-374-7249,http://cafe.daum.net/muksan-art,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0071_I_01.JPG&w=454&h=242,成人4000韩元/青少年3000韩元/儿童2000韩元,可停车免费停车,位于宁越郡金笠面金笠溪谷的墨山美术博物馆后面是将军峰和世宗大王的岩石像屏风一样包裹着前面是溪谷清澈的玉树流淌的美景。 此外墨山美术博物馆还设有第一馆朝鲜时代馆第二馆近现代美术展览馆第三馆世界儿童美术馆第四馆书法展览馆第五馆美术体验馆和可住宿的两天一夜体验馆。周边景点的联系也很方便游客可以到金笠遗址的高氏窟青岭浦长陵星马路天文台等团体或家庭单位体验。
876,万峰佛画博物馆,江原道宁越郡望京台山街135-3,#江原道#春川#旅游地#博物馆,033-372-5009,http://www.shinwon.or.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0070_I_01.JPG&w=454&h=242,成人3000~5000韩元/青少年军人2000~3000韩元/儿童1000~2000韩元,可停车免费停车,万峰佛画博物馆保存并展示着被指定为重要无形文化节第48号的万峰大师的优秀作品。 通过对作品的理解和研究向世人宣传万峰大师的业绩和世界观宣传韩国佛教文化的优秀性。 可以欣赏到万峰大师的遗物和探花等数百件佛画作品瓷器等数百件。 特别是2012年12月被指定为江原道有形文化遗产的10幅草(佛画作品底图)被展示出来展示着更加丰富的看点。
877,金笠文学馆,江原道宁越郡金笠路216-22,#江原道#春川#旅游地#博物馆,033-375-7900,,每周一1月1日春节中秋,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0066_I_01.JPG&w=454&h=242,成人1000韩元/青少年儿童500韩元,可停车免费停车,位于江原道宁越郡金笠面卧石里的金笠文学馆作为江原之二沈阳事业之一于2003年开馆与相关研究资料展示室一起在野外制造是非流浪于全国各地平民百姓生活。
878,国际现代美术馆,江原道宁越郡三玉街31,#江原道#春川#观光地#美术馆,033-375-2752,http://www.ywmuseum.com/,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0065_I_01.JPG&w=454&h=242,成人4000~5000韩元/青少年3000~4000韩元/儿童2000~3000韩元,可停车免费停车,永越有20多家公立私立美术馆和博物馆被称为没有屋顶的博物馆之都。 其中国际现代美术馆有法国和意大利等70个国家的350多幅雕塑作品和60多幅常设展览等高水平多样的作品。 该美术馆是利用废弃的三玉小学建成的美术馆露天雕塑公园布置得非常好是映月美景和欣赏作品的好去处。 据说与艺术家和大众见面的场所也正在筹备之中因此最好是了解一下日程后再去。
879,江原道煤矿文化村,江原道宁越郡栗才路三五一,#江原道#春川#观光地#体验村,033-372-1520~1,http://www.ywmuseum.com/,每周一,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AH0064_I_01.JPG&w=454&h=242,成人700~2000韩元/青少年500~1400韩元/儿童300~1000韩元,75辆可停车免费停车,位于宁越郡北面马次里一带的江原道煤矿文化村以宁越马次里煤矿村的痕迹重新审视了过去代表能源的煤炭和煤矿村矿工的生活面貌。
880,金笠溪谷,江原道宁越郡金笠面卧石里,#江原道#春川#旅游地#溪谷,033-370-2531,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/0/AB0012_I_02.JPG&w=454&h=242,免费,可停车免费停车,这里有金笠墓是远近闻名的溪谷。 金笠溪谷是金笠生前被称为武陵溪的风景。 虽然没有被指定为旅游胜地但由于污染严重保存完好最近来这里露营的人络绎不绝。附近下溪谷的白鹳和登上法兴寺红星宝宫的啄木鸟此外还有东江和西江绕着奇岩流过的地方生活的水獭雕 수리부黑鹰小杜鹃。 永越郡在该溪谷和下溪谷等附近溪谷轮流休息确认后出发。
881,上东古尔都堡,江原道宁越郡上东邑九来里,#江源道#春川#旅游景点#自然生态,033-374-2101,http://www.orcamping.co.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0056_I_01.JPG&w=454&h=242,免费,无,以宁越上东邑的象征——古尔多巴乌为背景的古尔杜巴乌庆典每年都在举行。 最近在缩小活动规模的同时还准备了多种体验项目让众多游客驻足观看。 另外作为融入地区文化的活动节目也受到欢迎。
882,外龙露营场,江原道宁越郡宁越东路2696,#江原道#春川#观光地#露营地,033-378-5376,http://www.orcamping.co.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AS0147_I_01.JPG&w=454&h=242,免费,可停车免费停车,外龙露营场位于江原道宁越郡金笠面宁越东路风景开阔网站大小酷热的夏天可以一次消暑的大嫂刑场所在地就是外龙露营场。 附近的溪谷里还有未淤血的绿水以家庭恋人为单位最适合避暑。
883,上东通木露营场,江原道宁越郡太白山路3419,#江原道#春川#观光地#露营地,033-378-6622,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AS0146_I_05.JPG&w=454&h=242,免费,可停车免费停车,尚洞圆木露营场是位于宁越郡的小型露营场。 与山相映成趣的宁越江边低流地貌令人叹为观止宽阔的田野也铺天盖地适合孩子们玩耍。 比起恋人以家庭为单位的摄像机更多。
884,长山野营场,江原道宁越郡上东邑泉坪里58-1,#江原道#春川#观光地#露营地,033-378-3001,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AS0142_I_09.JPG&w=454&h=242,免费,可停车免费停车,在江原道宁越郡上东邑七浪溪谷的长山野营场——江原道宁越旅行中不可缺少的人气避暑胜地——这里正在成为受酷暑折磨的人们喜爱的避暑胜地。 即使在盛夏也能够感受到寒意凉爽无比一来就忘不了每年都能让人重拾往日的足迹。
885,Jcube美术馆,江原道宁越郡沙地幕路56,#江原道#春川#观光地#美术馆,070-4140-1786,http://www.jcubemuseum.com,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AH0145_I_01.JPG&w=454&h=242,免费,可停车免费停车,位于江原道宁越郡宁越邑沙地幕路上的J-cube美术馆旁边就是国际现代美术馆更增添了地域文化的光芒。 最近以创造生活中的幸福为主题朴昌载张优秀作家的作品吸引了很多人。
886,东江之星CC,江原道宁越郡宁越邑三玉里362,#江原道#春川#旅游地#休闲运动,033-905-2800,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AF0192_I_01.JPG&w=454&h=242,免费,可停车免费停车,东江sistarCC位于宁越郡宁越邑三玉里面积为85万坪分为公共18洞从1洞到9洞。 高尔夫预约从3周前开始到前一天为止接受因此在此期间必须预约。 如果想打在大自然中展开的刺激的高尔夫推荐去东江SISTARCC。
887,江边蓄水池宣传馆,江原道宁越郡宁越邑芳节里263-4,#江源道#春川#观光地#展示馆,033-372-1263,,每周一星期二,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0053_I_01.JPG&w=454&h=242,免费,可停车免费停车,宁越江边低流地宣传馆位于端宗离开流放而停留的国家指定名胜地清岭浦正前方。 2012年竣工的宁越江边蓄水池和清岭浦长陵宁越10景等。 设立该馆是为了介绍户外设施较多的宁越旅游胜地并向游客提供休息空间和景点介绍展示。
888,驴体验,江原道宁越郡宁越路931,#江原道#春川#观光地#特色体验,033-372-8952,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AY0001_I_01.JPG&w=454&h=242,免费,可停车免费停车,驴体验是骑驴驰骋山区的混合休闲运动。 就像数千年前在宁越的原岛进行探险一样游客可以体验到别具特色的体验因此受到以家庭为单位的游客的欢迎。 利用训练结束后的驴很安全。 届时游客可欣赏到适合游客类型的各种线路如为儿童设计的平缓地形山路风情的路线难度较大的路线等。
889,江边蓄水池,江原道宁越郡宁越邑芳节里263-4,#江源道#春川#观光地#湖水,033-372-1263,,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/1/AX0013_I_01.JPG&w=454&h=242,免费,可停车免费停车,宁越江边蓄水池是为了防止水灾和洪水而建。  生态·文化观光地还建成了云桥宣传馆等设施和5.2公里的生态公园自行车道。 此外这里还设有露营场是全家人都能享受到的生态旅游胜地。
890,宁越郡龙沼瀑布,江原道宁越郡宁越邑莲下里,#江原道#春川#观光地#瀑布,1577-0545,http://www.ywtour.com/Enjoy?num=69834,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AU10001_I_01.JPG&w=454&h=242,无,可停车免费停车,龙升天传说所在地龙沼瀑布是位于宁越邑莲荷里的瀑布。 它高约6米从这层高的悬崖上往下冲瀑布下面因落水而挖的地方就是龙沼。
891, 느树休息区,江原道宁越郡金笠面内里溪谷路1106,#江原道#春川#观光地#露营地,010-9451-5800,http://www.naeri.net/,无,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10044_I_01.JPG&w=454&h=242,无,可停车免费停车, 느树休息处位于江原道宁越郡金笠面下溪谷路网站数量为1野营场38网站2野营场有59个网站住宿分为野营和家庭旅馆。 1露营场树荫多与小卖部挨着2露营场离步行5分钟距离沿下溪谷相邻90%的网站紧挨山谷。 夏季旺季预约电话很多如果想利用하려면树休息区最好通过电话预约。
892,水风农场营地,江原道宁越郡宁越邑宁越路3206-2,#江原道#春川#观光地#露营地,033-374-4701,http://pokpo.tistory.com/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10040_I_05.JPG&w=454&h=242,无,可停车免费停车,水风蘑菇农场位于江原道宁越郡宁越邑是学习蘑菇的名称和种类等蘑菇所有东西并宣传自然和生命的体验教育场所。 这里设有溪谷和汗蒸房山林浴场浴室足球场会议室高尔夫球场及烤肉场蘑菇专门餐厅民宿露营地招待所加油站等非常便利。
893,城东康复营,江原道宁越郡宁越邑东江路1488-23,#江原道#春川#观光地#露营地,033-375-8870,http://www.sd.go.kr/sd/main.do?op=mainSub&mCode=13G080010000,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10039_I_16.JPG&w=454&h=242,无,可停车免费停车,城东healing camp是位于江原道宁越郡宁越邑的野营场。 地上1楼设有5间客房5栋野营场和10栋露营地。 占地面积6116平方米1853坪建筑面积3577平方米108坪。 附带设施有淋浴室共同取舍室室外厕所室外开水台足球场等。
894,cubezone野营场,江原道宁越郡韩半岛面韩半岛路794-22,#江原道#春川#观光地#露营地,010-5396-3614,http://www.cubezone.kr/,全年开放,http://www.gangwon.to/servlet/Thumbnail?i=/tour/1024/7/AS10038_I_04.JPG&w=454&h=242,无,可停车免费停车,位于江原道宁越郡韩半岛地形仙岩村入口的Cubezone旅馆和露营场占地1万坪以自然石为中心是具备咖啡屋游泳池露营等附带设施的天然治愈空间。 Cube Zone位于森林四面环抱的山脚在城市中心感受不到的夜空情趣和森林中的宁静带来自然休养林般的舒适感。 民宿共有5栋网站分为碎石碎石和台式地板两种形态停车位就在旁边包括儿童游泳池还有舒适干净的淋浴卫生间和小卖部及咖啡厅。
