指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
303,中文色达海水浴场,济州特别自治道西归浦市色达洞 3039,#海水浴场#ACTIVITY#朋友#晴#夏天,064-760-4993,,收费免费/可停车数量:152辆/浴室更衣室卫生间供水台小卖部露营地,https://api.visitjeju.net/photomng/imgpath/201804/30/49686865-1712-4773-b1d6-09b7a02cd319.jpg,,,中文色达海水浴场以美丽的海岸风光和椰子树的异域风情从中文旅游区开始位于与天帝渊瀑布和大埔柱状节里相连的地方。每年有超过100万人为了享受各种海洋运动而蜂拥而至。 本来被称为真谋杀意思是长沙海边。 这里的沙子夹杂着四种黑色灰色红色和白色根据日照的方向不同沙海边的颜色也有所不同。与其他海水浴场相比海浪更频繁更高因此深受游客的欢迎国内规模最大的国际冲浪大会每年6月举行。1999年环境运动联合实施的水质环境省调查结果显示在全国44个海水浴场中该海水浴场被评为最佳纯净海水浴场。从通往天帝渊瀑布的路一侧的台阶上走下来就能看到中文色月亮海水浴场通过海女像可以一目了然地看到济州岛海女的身影。​​​​​​​​
304,济州幻想世界,济州特别自治道济州市涯月邑召吉里155-101,#主题公园#孩子#四季,064-760-9800,,,https://api.visitjeju.net/photomng/imgpath/201807/19/aedc1def-42ce-49b8-b0e5-b4383ba78c46.JPG,,,帕帕世界 - 为婴幼儿的五感发育提供帮助的游戏空间托德勒区和利用数码信息的 3D Motionscan特色AR立体影像体验馆可直接操作机器人。鹦鹉馆 - 鹦鹉馆是可以看听感受所有鹦鹉的。 由可直接喂食与鹦鹉交流的体验馆鹦鹉生态等可获得多种信息的学习馆利用视听资料可亲眼看到影像馆生命的惊奇感受生态馆鹦鹉。 动物农场 - 与过去只用眼睛观赏和享受的动物园不同是侧重于直接体验的动物农场。 这里是小猪孔雀兔子鸵鸟鹅等孩子们可以和动物们一起玩耍发展情绪的体验场。 蝴蝶博物馆 - 通过栖息于世界各地的蝴蝶和昆虫标本展现生命神秘感的自然学习场所。蝴蝶生态馆 - 与活蝴蝶一起出发的蜜月旅行 在这里可以看到我们的孩子四处飞翔的蝴蝶体验大自然的美丽。light festival - 制作灯光及策划庆典相关演出通过与全球占有率压倒性第一的国际企业renton集团合作在现有papaworld用地内策划light show。 准备了一次可以打破以往济州岛夜间观光没有看点的偏见的幻想庆典。 伴随着丰富的音乐再现电影《阿凡达》的森林以生动立体的动物食物满足观众五感的岛内最佳夜间观光地。* 企业名称由现有的Papar World变更为济州Fantage World。
305,新阳涉地海水浴场,济州特别自治道西归浦市城山邑古城里 127-2,#海水浴场#冰激凌#情侣#晴#夏天,064-760-2772,,,https://api.visitjeju.net/photomng/imgpath/201804/30/931cf513-351d-4c05-8f5b-b6fdbe9fca87.jpg,,,
306,西归浦潜水艇,济州特别自治道西归浦市西洪洞 707-5西归浦潜水艇,#ACTIVITY#情侣#I#优秀旅游公司,,,全年无休/海上风浪警报异常发酵时休息,https://api.visitjeju.net/photomng/imgpath/201804/30/df49c3a4-705d-4bed-974e-70e81877ff60.gif,,,大国海底观光(株)西归浦潜水舰于1988年在西归浦文岛开始了世界上第3次亚洲潜水舰观光。 当时以48人乘的玛丽亚号开始航行但目前正在运行2003年在芬兰建造的最新型观光潜水艇67人乘Zia号并带头潜艇旅游大众化为广大游客提供海底旅游的机会。以单一事业场所的销售额及访客为准作为世界最大的观光潜水公司连续4次被指定为世界首个iso-9001认证及吉尼斯世界纪录收录机优秀观光企业。在水深10米圈内各种海藻类和海蜇类海蜇等在水深20米时可以观赏到圆顶石穹等花花绿绿的鱼群和潜水器。​​​​
307,乔安贝尔博物馆,济州特别自治道西归浦市大浦洞1959,# 室内#主题公园#孩子#雨#雪#흐#四季,064-739-1024,,17:15分入场 全年无休,https://api.visitjeju.net/photomng/imgpath/201804/30/e4d86d9a-fad1-4680-999b-9ced744125b6.gif,,,直接制作原味马海毛使用从植物和果实中提取的天然染料展示亲手制作的泰迪熊。最佳手感和质感以及丰富独特的色感用手缝制用皮革包裹的手掌和蝴蝶结展现帅气感觉的16英寸泰迪熊展示场所。​​​​​
308,1100高地,济州特别自治道西归浦市色达洞山1-3,#山#景观#土#赫林#冬季,064-747-1105,,,https://api.visitjeju.net/photomng/imgpath/201804/30/c7b1b74e-7e43-4d35-ba10-2529d44090ec.jpg,,,东接汉拿山山顶连接济州市和西归浦市的1100公里山路上有最容易眺望到济州岛最佳雪花景点汉拿山的别克店济州道的美丽兜风景点等多种景点。在这里可以看到美丽的风景。 特别是一到冬天雪花飘落的景象非常壮观夏天的保洁者很多。在1100高地上为纪念已故登山家高相敦的业绩而建造的公园及其旁边是1100高地休息处。登山运动员高相敦是首位开辟珠穆朗玛峰的韩国登山家在韩国登山史上留下深刻一笔的人物为许多登山者树立了榜样。1100高地服务区对面是被指定为拉姆萨尔湿地的1100高地湿地。 树挂有散步路适合散步。在1100度开路的过程中可以眺望到根据高度季节变化的汉拿山。​​ ​
309,立山峰(笠岳),济州济州市旧左邑金宁里 1033-19,#升#走#登山,064-710-6043,,,https://api.visitjeju.net/photomng/imgpath/201804/30/bd1d1ddc-de1a-4580-b483-79fcaef25049.jpg,,,山羊看起来像个斗笠所以被称为斗笠或立山峰。沿着从金宁里公交车站向南的水泥铺路从金宁里公墓入口一直延伸到山顶很容易上路。这个火山丘虽然西南部分被侵蚀但保存着圆形火山口的形态。与山的高度相比火口镜是水中喷火形成的凝灰丸(tuff ring)的水中火山喷火口。花九轮的东南山峰是山顶峰 多少有些高 朝鲜时代此处曾建有烽火台除东北斜面部分山毛外全寺面为草地各处有坟墓形成了大规模的公墓。喷火口内又大又宽有大棚柑橘(金橘)农园和造景树傍晚时分在山脚的怪人窟中设有村祭的怪人堂祭司。​
310,盗灵,,#4#3#文化遗址,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/5c0bc73b-8cfc-4218-8d3e-3037259dc07f.jpg,,,都灵丸是指济州市7号广场一带。 与旧地名都灵丸的名字相比70年代初由著名糕点公司创办的海太塔落成后作为海太东山被大众所熟知。 更何况连这里是龙潭地区(具体为龙潭2洞1805号一带)都不知道所以有人推测说这里属于洞头茶湖村或老兄。现在济州机场通往新济州的道路被打通游客进入济州后不仅起到了首次迎接的作用而且随着连接oratory和路的公路开通和拓宽地形本身也发生了很大变化。 不仅如此在佛诞节圣诞节期间还会建造点灯塔等以装饰华丽。 相反这一带没有人行道也没有过街通道成为普通人很难接近的孤立地带。4.3 当时在都灵山脊上有很多人牺牲。 特别是玄基英的小说《幽灵地板的乌鸦》中正面描写了都灵地板4.3大屠杀是众所周知的事实。 但是为了接近牺牲规模等真相而做出的努力过于疏忽。 事实上当时人们认为数字有什么问题只是牺牲了20多人的屠杀场而已。据目前掌握的情况向4·3委员会报告的渡岭山脊遇难者约有70多人。 但前提是需要更详细的调查而且会比这个数字还多。 究其原因虽然根据申报者不同地点也不同但海太东山机场旁边松树地西机场等多种多样。鉴于现时的这些因素从各种证言中可以看出道令地板4.3牺牲的几个方面第一点是14个村民被拖走牺牲。 第二道南和连洞居民牺牲的日子不同。 第三尸体没有及时被清理。&lt出处:迎接2016 4.3 第68 周年历史 寻找4.3 文学的现场济州作
311,4·3海原防沙塔,济州特别自治道济州市一徒二洞 837-20,#4#3#文化遗址,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/068e026d-6963-49d9-91de-7f11236e9966.jpg,,,4.3 海原防沙塔是1998年4月3日迎来4.3 50周年之际在济州4.3学术.文化事业推进委员会(以下简称推进委)上作为纪念事业的一部分建立的。济州道自古以来就出现村庄某方位不祥的征兆或者根据风水地理说为了阻止厄运而建造了放射塔。 垒石建造的放射塔也被称为巨욱台巨왁是保障和守护村庄安宁预防传染病和火灾的海上安全和生儿育女的。 根据济州岛的文化风俗推进委将4.3造成的大规模人命及物质损失以及共同体破坏等无形损失视为灾难建造了海原防沙塔。推进委表示:4.3是所有济州人的凶险历史。 破坏岛屿共同体的4.3需要建立比任何事情都要先克服这一愿望的放射塔。 直到几年前4.3还处于沉默的历史和禁忌的领域。 让济州岛居民怀恨在心的4.3作为世界史是韩半岛的悲剧。 因此济州岛居民应该在此地建造一座放射塔以防止此类悲剧再次发生。接着推进了该项目。 现在也有4.3相关团体参拜每年定期进行防辐射塔祭。 建在济州市新山公园入口的原型是1998年建成的。
312,三田九石&东光里4·3喜生子慰灵碑,济州特别自治道西归浦市安德面东光里1425号一带,#4#3#文化遗址,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/7cf03fab-f939-4c49-ac2d-3df6bf5e5589.jpg,,,1948年11月中旬以后随着围剿队实施焦土化作战该村居民也为了寻找藏身之处在附近四处徘徊直到12月左右才躲进了大宽轨。 但是这里的生活也被短暂的围剿队发现居民分散到营房附近被围剿队杀死或逮捕。 当时被捕的人被关押在西归浦钮扣工厂1949年1月22日在正房瀑布附近被集体枪杀。 牺牲如此惨重的参差不齐的居民原本无法修复村庄在东广里甘庄里筑城定居使参差不齐成为现在失去的村庄。 当时雄伟地矗立在参밧九石中心地带的树龄350年的彭树被台风刮断后被刮掉但农田周围留有多处竹林说明这里是以前的村庄。在三밧九石古村落的中心地区彭树下建立的4.3事件慰灵碑是1999年4.3特别法出台之前为慰藉4.3事件而死亡的三밧九石村居民而设立的。 石碑正面刻有4.3事件慰灵碑&gt的阴刻下面记载了村庄的由来4.3事件当时村庄的情况以及慰劳牺牲的英灵的内容侧面刻有碑立的日期和立。 背面写着4·3事件牺牲者近志并记录了55人的名字。​​​
313,女文英雅丽,济州特别自治道西归浦市表善面可视里山145,#升#走#登山,064-710-6043,,,https://api.visitjeju.net/photomng/imgpath/201804/30/8048e026-a82a-4b88-bbdd-f3b25436671b.jpg,,,这个火山丘没有钉子 没有水 叫余文아리儿。南四面形成草地有稀稀疏疏的海松北四面是杉树和落叶树等交相辉映的树林。山峰有2座东侧山峰较高周围除野鸡树叶德树外还生长着多种新乌兰风花等野生植物。岳山南侧的勿永阿廖姆之间有表善面和南元邑边界的松川上游的溪谷这里经常有积水也是冬季候鸟栖息的地方。山政府没有喷火口所以说水不积所以叫余文英阿里据风水地理说这个火山丘和神灵一样是一个女人披头而坐的态势。​
314,圆洞,济州特别自治道济州市涯月邑素吉里1364号一带,#4#3#文化遗址,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/ebf6fb32-03a9-4bac-9da3-e3d0f48eef71.jpg,,,1948年11月13日(阴10.13)圆洞村有30多人被军人集体屠杀。 当时在屠杀中好不容易活下来的老人和失去父母的未满10岁的儿童等30多人被介绍到河贵郭智高内等地他们为了找回40多年的故乡在40多年以后才回到自己的土地上生活。但是过去40多年里在心中深深埋藏的故乡的房子和土地上昔日和平的村庄被茂密的竹林和长满的杉树所覆盖。为了确认这些事实我们和生活在元洞村的两位老奶奶和当时失去父母的兄妹一起第一次来到元洞村是在1989年9月的某一天。 盛开的紫芒花在汉拿山脚铺满山川的广阔田野中连接济州市和摹瑟浦的西部产业道路畅通无阻。这条道路从很久以前开始就以搞笑的名字连接济州木和大静县。 从济州目出发步行8站(1站是2公里)在肚子饿口渴的时候到达的地方就是元洞村。 当时来往于济州和大静之间的人走后休息还有两间可以喝点酒和做一些简单要塞的酒棚。 以这个酒棚为中心圆洞村共有15户人家60多人挤在一起生活。路过的人之外人们的交往很少外界几乎隔绝和每天都用上了急于在石头多岩石耕田牛养的事情忙得不可开交的生活。&lt出处:4.3研究所4.3长征(1990年月通卷3号)&gt
315,火卡粉袋 (燃烧的树木),,#4#3#文化遗址,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/4fb1ddfc-8807-4d78-acfe-d69109727216.jpg,,,山村的大街小巷一棵棵硕大的陀螺树成荫。 所以这是村里很好的休息场所和聚会场所。 白天在地里干活很辛苦的这些人在凉爽的树荫下睡午觉孩子们则躲着烈日在那里玩。 村里的老人也坐在树下唠唠嗑。 有时村里有事就聚集在这里开村会。 由此可见彭树就像见证过村里历史的见证人。但是善屹里本洞有一棵并非默默见证村庄历史而是保留4.3级伤痕的枫树。 仙屹里变成一片焦土一起坐过但至今还是一棵活生生的树。 1948年11月21日村庄被夷为平地宣屹里的房屋只保留了几间全部烧毁。 整个村庄被大火烧毁大火蔓延到这个位于村内街道的彭树烧毁了古老的地主树。 茂密的枝条全都烧光了幸亏树根留了下来。 然后心里一酸空空如也的一棵树不知从哪里突然飞来的一颗种子筑巢发芽。 这样同居几十年的树像一个身体一样和谐。&lt出处:济州4.3研究所4.3历史道路建设基本计划制定结果报告书2015&gt
