指数,名,地址,#标签,电话号码,网站,小时/休息日,图片,入场费,停车设施,介绍
199,[韩屋寄宿] 昌实古宅(韩屋寄宿),庆尚北道青松郡巴川面松所古宅街39(巴川面),#青松旅行#青松住宿#适合散步的地方,054-872-2436 010-8509-2436,http://www.changsil.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151110/C6981EBE815B4C86987083FDF7BADCD8.jpg,,,以青松沈氏集城村而闻名的德川村是保留着朝鲜时代风景的慢城拥有梦幻般风景的青松主要山地德川村有很多韩屋。
200,玉梁瀑布(山),庆尚北道尚州市化北面立石里,# 常州旅行#国立公园# 以自然为伴#俗离山,054) 537-7118 (观光振兴科),http://www.sangju.go.kr/tour/main/main.jsp?code=TOUR_PLACE_5_1&home_url=tour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/38A235341A2C4549BF368D2E545EF0F5.jpg,,,位于常州市通往槐山的路口俗离山国立公园区域内。 在俗离山茎的东侧尚州市华北面一带长角瀑布五松瀑布等到处都有大大小小的瀑布。 从字面上看这里可以说是瀑布地带。 其中玉梁瀑布高达15米蔚为壮观。
201,宜城泽鸭恐龙脚印化石产地(文物),庆尚北道义城郡金城面堤梧里111,# 意城文化遗产#天然纪念物#以前是怎么生活的#生态观光#神奇科学旅行#值得和孩子们去的地方,054) 830-6550 (宜城郡厅文化观光科),http://usc.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20170817/9F4CDA54A19F4625A5ABA00E8237192C.jpg,,,这是距今约1.15亿年前的中生代白垩纪恐龙脚印化石。 1993年6月1日被指定为天然纪念物第373号。 恐龙是指从中生代的侏罗纪到白垩纪繁衍的长5~25米的巨大爬虫类动物。 义城诸鸭的恐龙脚印化石是因进行群岛的扩建工程而削去山腰部分的泥土而被发现的。
202,文益渐面作纪念碑(文化遗产),庆尚北道义城郡金城面大里一里221-4,# 义城文化遗产,新村文化课 054-830-6096,http://tour.usc.go.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151003/3E5DDD1636CF45CB82077B7BEF985B8C.jpg,,,* 以笔筒和棉花籽闻名于世的文益渐面作纪念碑 * 为纪念文益渐和文承路的棉花重新播种于1935年在德建立纪念碑。 位于金城山古坟群入口纪念碑后面是一片棉花田。 朝鲜太宗时期担任义城县令的文益渐的孙子文承鲁为纪念在义城土地上播种棉花而建立。
203,吐含山自然休养林(自然休养林),庆尚北道庆州市阳北面佛国路1208-45,#庆州旅行#庆州住宿#治愈旅行#日出好去处#水上游乐#散步好去处#家庭旅行#值得和孩子们一起去的地方,054) 750-8700,http://rest.gyeongju.go.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/1925808338F7425DBF95DDA8F11A3377.jpg,,,吐含山自然休养林位于拥有实现三国统一伟业的新罗千年灿烂的文化遗迹的国际观光城市庆州的名山吐含山山脚下是佛国寺石窟宝文观光园区。  区域面积 - 123 ha(37万坪)
204,古灵池山洞古坟群(文化遗产),庆尚北道高灵郡大可也邑大可也路1203,#高龄旅行#了解伽倻时代#适合散步的地方#适合散步的地方#适合和孩子们一起旅行的地方#和家人旅行#哥哥一起#文化观光解说词,054-950-7122,http://tour.goryeong.go.kr/kor/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160125/6F24E042DB9A4933ACBC3202E63191B8.jpg,,,* 告知大伽倻时代文化的主要史迹地高灵池山洞古坟群* 继初期6伽倻的盟主金冠伽倻之后直到灭亡为止一直起到盟主作用的大伽倻的都邑-。 沿着高灵邑后侧主山的东南边的山脊位于大伽倻时代建造的200座古墓中主陵线上有直径超过20米的小型古墓中型高灵邑内方向的山下。
205,安东河回村柿子树屋(韩屋寄宿),庆尚北道安东市丰川面河回宗家街35-29(丰川面),#安东旅行#安东住宿#尸骨集义夏夜#河回村周边#河回村周边住宿#家庭旅行#值得孩子去的地方#士故事旅游卡,054-853-2975010-2339-1181,http://www.ehahoe.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/82BE30C9F55F4A3482F38EBED880144D.jpg,,,在朝鲜时代在安静的乡村道路和渡口集市周围总有卖酒和饭的酒馆。 远道而来的游子或商人去看过去两班书生们就住在这个酒棚里恢复疲乏的身体吃饭的同时享受着伴奏。 虽然酒楼在当今时代很少见但在保留着古代情趣的安东河回村可以见到具有酒楼感觉的韩屋柿子树屋。
206,安东退溪小路(女式公路),庆尚北道安东市陶山面陶山书院街154,#安东旅行#好走的地方#友谊旅行#徒步旅行#治愈旅行#自然地,054) 856-3013 (安东旅游信息中心) 054 840-6591,http://www.tourandong.com/public/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/B8F5800E8DA24D4C9F0D1D9720972AD6.jpg,,,位于庆北安东市的(녀던길)是松树香气退溪径幽深的小路在清凉的往返的清凉山학소대退溪的足迹的路线。 退溪李滉先生将李?吉称为画中自己则称进入画中。
207,九龙浦海水浴场(海),庆尚北道浦项市南区九龙浦邑虎尾路四二六号街,#浦项旅行#沙场#九龙浦周边#美食旅行#夏日避暑#家庭旅行#贯目,海洋港湾科(海水浴场) 054-270-2842,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150831/4DE235A90F45410C8869D50B797B9998.jpg,,,九龙浦在新罗真兴王时期长期县监在高乙巡逻时突然从天而降打雷暴风雨肆虐紧急躲避到民宅此时在龙头山海岸海域有9条龙。 此后有9条龙被叫做升天浦口因此被称为九龙浦。 九龙浦的地理特征是丘陵地多平地少冬季温暖夏季凉爽被15.8公里长的海岸线环绕。
208,旅行旅馆,庆尚北道庆州市北城路一三六-1 (城东洞),,010-2291-5364,http://www.gtguesthouse.net,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160818/2EC0E68915634FD4AD6CDC0405146381.jpg,,,庆州旅行客栈是韩国观光公社指定的优秀住宿设施goodstay认证业所。
209,安东gust house yu(gust house),庆尚北道安东市石州路227(上儿童),#安东客栈刘#居士刘#安东住宿#安东#康复#住宿,010-9788-1890,http://andonggh.modoo.at/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160811/E86C18ED08804C01BE04BC0A6AB3F0E0.jpg,,,位于月岭桥前面的客栈是适合早晚散步的地方。
210,阳南海水温泉乐园(休养地),庆尚北道庆州市阳南面海边公园街93,#庆州旅行#温泉旅行,054-777-0093,http://guide.gyeongju.go.kr/deploy/index.html,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/8E106614B18E4672968E3C02665924C9.jpg,,,
211,优衣库,庆尚北道庆州市沙亭路9 (沙亭洞),#京珠敏朴#回忆旅行#与家人出去,054-744-1116 010-3444-4878,http://www.youguesthouse.com/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160205/1CDFE09A58DF4359917BE6FC1AD090B8.jpg,,,
212,威尼斯粉饼(粉饼),庆尚北道庆州市下洞粉蝶内街14-22(下洞),#京珠住宿,010-2523-5800,http://www.veneziapension.co.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/621BC47749B147D58991E8A0F07BD643.jpg,,,为恋人准备的充满回忆和浪漫的威尼斯旅馆在美丽的大自然中被装饰成欧洲型主题旅馆。 威尼斯旅馆位于千年古都庆州普门旅游区和佛国寺中间是庆州最好的旅馆。 这里有多种配套设施可以提高顾客的满意度。 这里准备了各种活动和最高级的排档设施还有可以享受烧烤场红酒的室外设施可以留下美好的回忆。 周围都是山一年四季都能感受到从山上散发出的负离子的新鲜空气。 客房的家具采用高档的复古风格可以感受到高雅和豪华。 客房至少可以住2人到6人二楼的客房则适合在露天餐桌上喝一杯茶或悠闲地看书观赏窗外的全景。 厨房里还备有餐具厨具调味料卫生间里还备有洗发水护发素身体清洁剂牙膏香皂等毛巾从中可以窥见民宿的细心。 附近有四季都散发着不同氛围的甘浦海水浴场可以在炎热的夏天进行海水浴。
213,斗嘴鹰岩(海洋),庆尚北道浦项市南区大保面九万里474-28,# 虎尾곶周边# 日出好地方# 太阳啊#海岸道路周边# 好干的地方,观光振兴科(观光指南) 054-270-2374,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150831/30AFC66DFBB14A0193CEE80B9BA0E53D.jpg,,,该地区由于风浪大很多鱼(青鱼)都会涌出来因此被叫做 지명鱼(钩子的方言)因此被称为 까鱼。 秃鹫岩是因长时间的风化作用而雕刻的岩石形状酷似秃鹫的嘴而得名。
214,鸟재(韩式肉类),庆尚北道闻庆市闻庆邑新才路458-1,#闻庆旅行#闻庆美食店#闻庆汽车站周边#闻庆汽车站周边美食店,054-571-2030,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/9290314B22AF411490ACCB8317EA4CCB.jpg,,,约五十席
215,强渡口印花(休闲),庆尚北道奉化郡明湖面明斋路16,#烽火旅行#夏日旅行#友情旅行#益赛婷京北#将自然作为伴儿,054-674-0567 / 010-9895-0567,http://www.gangnarurafting.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/DE7D9B20F11B45B48126F7E15CB24254.jpg,,,江津渡口漂流中人们可以将人迹罕至的溪谷的庄严和神秘姿态装入漂流船中在栩栩如生的大自然的惊艳中体验到一种不为人知的感动。  漂流是与自然一起培养积极思考和进取的气象培养浩然知己精神和共同体意识同时进行体力锻炼的全天候水上体验冒险休闲运动。
216,月室村(鸡室村)(体验),庆尚北道奉化郡奉化邑忠才街44,#烽火旅行#有解说的旅行#步行的好去处#适合散步的地方#孩子体验学习#传统教育#好吃旅行#家庭旅行#值得和孩子一起去的地方,054-674-0963,http://blog.naver.com/welchon4u/220823654813,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150903/B3B0B84B0EA84BA0B7E1B95D9AF33491.jpg,,,1963年成为韩国首个以村为单位的国家指定文化遗产2009年更名为烽火清岩亭和石川溪谷名胜第60号。 村里还有5件482件国家指定文物和2979件一般动产文物大部分保存在村里的博物馆。   达实村作为韩果也是非常有名的地方可以制作具有500年历史的传统韩果还设有外国人传统文化体验项目是专门进行传统体验的地方。
217,科摩多酒店庆州(酒店),庆尚北道庆州市普门路422(新坪洞),#宝文观光园区#宝文观光园区住宿#庆州住宿# 视野好的地方#适合散步的地方#家庭旅行# 适合和孩子一起散步的地方#,054-745-7701,http://www.commodorehotel.co.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151016/4041C1FF290A45249956CC453631C266.jpg,,,
218,常玉참느里村简易屋外雪橇场(体验),庆尚北道浦项市北区竹长面上玉里上玉참느里村,# 浦项旅行#Extreme庆北#和孩子们值得去的地方#值得去的地方,054-262-1008 054-261-3900,http://phtour.pohang.go.kr/phtour,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150831/889F223C3388421ABD982BD7C7520BCC.jpg,,,上玉참느里村干耶外雪橇场是在庆北浦项 참里村福利会馆周边建成的大型雪橇场(4000坪)。
219,庆州民宿突木(韩屋寄宿),庆尚北道庆州市上凡街171,#庆州旅行#适合登山的地方#秋天旅行#春季旅行#治愈旅行#以自然为伴#和孩子们一起去的地方#家庭旅行#两个人一起旅行,010-3840-0840 054) 741-7799,http://dolmok7799.modoo.at/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150729/D581DDBC51BC42669DA72352F62E1981.jpg,,,健康之家是庆州普门旅游园区돌목在约15分钟左右的半山腰的山沟里吐含山大海东海10多户大大小小生活的温馨的情感向阳的村庄春天桃花盛开杜鹃花杏花、秋天的枫叶美景这简直是自然学习场馆的舒适的休息场所。
220,查尤多姆巴威(海洋),庆尚北道盈德郡丑山面京亭里,# 盈德旅行# 鱼肉咬着年糕扑扑扑扑# 海岸道路周边#适合吹风的地方,文化旅游科 054-730-6533,http://tour.yd.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150904/733BEDDDBB464EAD8CF59C9B1B2C9572.jpg,,,庆尚北道盈德郡一带著名的钓场其中很多在上一代的老家伙更正的核心到处都有礁石钓鱼区东海海岸代表性的也被称为黑棘鲷钓鱼有名的地方。 但位于景定里的车流村一带的石岩由于大部分鱼目不详石岩的初貌保存完好。 从车游村往北走映入眼帘的第一条石岩就是车游圆顶岩。 著名的骊西岛巨蛋岩和统营国道巨蛋岩也毫不逊色在巨蛋岩上捕获了很多超过50厘米的大感性巨蛋让垂钓者大吃一惊。 除了车流圆顶屋之外车流村一带的其他滩涂上也随处可见感性圆顶屋。 比较鲜为人知的地方不拥挤可以悠闲舒适地享受钓鱼带来的乐趣这是它的优势所在。
221,LE CAFÉ MARLI(LE CAFF MARLI)(甜点),庆尚北道蔚珍郡竹边面竹边中央路32,# 蔚珍咖啡馆# 值得吃的地方# 蔚珍海边# 蔚珍观光# 蔚珍旅行,053-781-5292,http://gbuj5292.fordining.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20161028/B12E9570FA11460EA79FDB7480B48F31.jpg,,,
222,Pention For Sea,庆尚北道庆州市北郡街107-1(北郡洞),#京珠住宿#宝文旅游区周边#宝文旅游区周边住宿#适合登山的地方,054-771-7234 010-5064-1505,http://www.pen4s.kr,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150731/E510E59A9AF9422BB31C661C6F86F2BC.jpg,,,四季幽静的欧洲型高级别墅四季千年古都新罗气息四射的庆州四季分明的宝文湖所在地就有Pention For Sea。 在历史之都庆州可以体验华丽的新罗人的生活感受安静幽静的乡村生活。
223,Iscape Fulbila,庆尚北道浦项市南区九龙浦邑下亭路一三八号街,#浦项#浦项旅行#浦项肃朴推荐#九龙浦仁根#所有_客室_个别_Infinityful#日常逃生#现代白色#夜景最棒,010-6681-2600,http://www.escapepoolvilla.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20180723/933601BB6B3A4FFAA85ADD12D1F872FE.jpg,,,#九龙浦仁根 # 所有_客室_个别_INFINIFUL #日常逃生#现代白色
224,闻庆嘉恩雅螺钿市场(传统市场),庆尚北道闻庆市加恩邑大也路2472-1,#文化观光型市场#闻庆旅行#徒步旅行#我们孩子体验学习#值得孩子去的地方#闻庆电视剧拍摄现场周边,054-550-6393,http://ajagae.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151019/56ABB814F7104BAEA2BDDBD9A6664035.jpg,,,阿扎盖集市乍一看就让人联想到小民俗村。 四周是茅草屋顶的旧貌中间用火车和牛马牵引的马车装饰得十分可爱。 可以直接登上火车或马模型拍照给孩子们和大人带来小小的乐趣。 以前是匠人亲自指导的体验孩子们也可以亲自敲打生铁制作铁质物品的铁匠铺体验但现在不是体验而是用铁匠铺里可以制作和购买的东西来装饰的展示销售型空间。
225,雉山溪谷(山),庆尚北道永川市新宁面雉山里125-8,# 牙山观光地野营场,054) 330-6585 (公报旅游系),http://chisan.yc.go.kr/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20151013/B6E6A58FDF0045F394E80C034C11D1C1.png,,,这是坐落在八公山珠峰北侧的溪谷。 距离治山水库约1公里有新罗善德女王14年元晓大师和慈藏律士创建的千年古刹修道寺上游有神灵斋和高丽文宗时期兴岩混睡大师建造的。
226,庆州巨蛋屋(巨蛋屋),庆尚北道庆州市远华路240-3(黄梧洞),#庆州客栈#庆州治愈#享受青春#,054-745-7100 011-783-8162,http://www.gjguesthouse.com,,http://tour.gb.go.kr/upload2/tour/content/thumb/20160818/B7A5C954636844539CDAAA382D2728D3.jpg,,,
227,龙潭亭(古宅),庆尚北道庆州市见谷面柯亭里63 1,#庆州旅行#怀着虔诚的心#适合吹风的地方,054-745-5345 054) 779-6102~5 (庆州市厅文物科) 054) 772-3843 (庆州站旅游咨询处),http://guide.gyeongju.go.kr/deploy/,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150729/9170E49FD64C4A298A0C47E313B8EA9E.jpg,,,了解天道教的始祖崔济禹的思想了解忍耐天思想的意义和天道教对我国近代史的影响。
228,庆州旅行巨蛋屋 (巨蛋屋),庆尚北道庆州市北城路一三六-1 (城东洞),#京珠住宿#徒步旅行#京珠站周边#京珠站周边住宿,010-2291-5364,,,http://tour.gb.go.kr/upload2/tour/content/thumb/20150730/DFDC1411C1944722AE7175B68E54C42C.jpg,,,庆州旅行会所位于交通便利的庆州站徒步3分钟距离附近有庆州邑城雁鸭池大陵园瞻星台博物馆等。
