여행지이름,주소,태그,전화번호,홈페이지,영업일,OVERVIEW
96. 아바타 펜션,경기도 양평군 서종면 길곡2길 52-27,#숙박#양평군#양평숙소#펜션,010-3000-0090,<a href="http://www.hiavatar.co.kr" target="_blank" title="새창 : 아바타 펜션 홈페이지로 이동">http://www.hiavatar.co.kr</a>,,아바타는 분신이라는 뜻으로 최근에는 사이버 세상에서 나를 대신해 내 역할을 하는 아바타를 많이들 가지고 있다고 한다. 그러나 아바타 펜션에서는 내가 자연 속 세상의 주인공이 되어 맘껏 즐기자는 의미를 부여하고 있다. 서울 근교 드라이브 코스로 유명한 양평에 위치해 있는 아바타 펜션은 북한강을 한눈에 조망할 수 있는 특별함을 가지고 있는 펜션이다. 푸른 정원과 장미터널 그리고 여러 종류의 새를 볼 수 있다는 장점도 있다. 주변 관광지로는 북한강 두물머리와 아침고요수목원  수종사  세미원 등이 있다.
97. 경주애견펜션 노비오스,경상북도 경주시 진티길 37-4,#경주숙소#경주애견펜션노비오스#숙박#애견동반숙소,054-774-4623,<a href="http://www.noviospen.com/" target="_blank" title="새창 : 노비오스 홈페이지로 이동">http://www.noviospen.com/</a>,,아이를 품듯 토함산이 따뜻하게 품고 있는 노비오스는 푸름 속에서 애견과 견주가 함께 할 수 있는 유럽풍 목조 펜션이다. 포인트 컬러로 예쁘게 꾸며진 객실은 저마다 개성 있는 테마를 통해 이용자의 취향을 반영 하였으며 여유로운 정원과 정원 한편에 마련된 애견 수영장을 통하여 애견과 견주 모두에게 힐링의 시간을 제공한다. 이 외에도 이용자의 편의를 위해 궂은 날씨에도 이용할 수 있는 실내 바비큐장  애견을 위한 드라이룸 객실 외 휴게 공간인 셀프 카페가 갖춰져있다. 불국사  석굴암  경주월드  캘리포니아비치  세계 문화엑스포  보문호수  신라밀레니엄파크  블루원과 가까운 거리에 위치해 있으며  이 중 불국사  석굴암은 도보로 이동 할 수 있는 거리에 있다. 또한 경주와 감포(감포항)를 잇는 국도 4호선이 이용하기 편리한 위치에 있어 바다와 함께 하는 또 다른 경주를 즐기기에도 적합하다.
98. 뉴아일랜드 관광호텔,제주특별자치도 제주시 연동6길 17,#관광호텔#숙박#연동#제주숙소,064-712-1300,<a href="http://www.newisland.co.kr" target="_blank" title="새창 : 뉴아일랜드 관광호텔 홈페이지로 이동">http://www.newisland.co.kr</a>,,신 제주의 중심지에 위치한 뉴아일랜드 관광호텔은 저렴한 객실 요금은 고객의 부담을 줄였으며 다양한 편의시설로 고객의 편의를 제공한다. 
99. J-TOP HOTEL (제이탑 호텔),경기도 시흥시 중심상가1길 25,#숙박#시흥숙소#제이탑호텔,031-496-0770,<a href="http://www.j-tophotel.co.kr" target="_blank" title="새창 : 제이탑호텔 홈페이지로 이동">http://www.j-tophotel.co.kr</a>,,J-TOP HOTEL은 시흥시 중심에 위치하고 있으며 특히  시화공단과 반월공단의 10분 거리  인천공항 25분 거리에 있는 최고의 전망을 자랑하는 고품격 비지니스 호텔이다. J-TOP HOTEL은 최첨단 시설과 격조높은 인테리어를 갖추고  비지니스 관계로 오는 내 외국인 고객에게 불편함없도록 영어  중국어  일본어가 가능한 직원들이 서비스를 제공하고 있다. 
100. 제주도통나무펜션,제주특별자치도 서귀포시 남원읍 태위로 551-5,#서귀포펜션#숙박#제주도#펜션,064-764-2103,<a href="http://www.jejutongnamu.com" target="_blank" title="새창 : 제주도통나무펜션 홈페이지로 이동">http://www.jejutongnamu.com</a>,,제주도통나무펜션은  자연 명승지인 남원해안경승지와 신영영화박물관 맞은편에 자리 잡았다. 별장식의 고급스러운 수입 통나무로 만들어진 펜션에는 넓은 정원과 제주의 야생화 화단이 연못과 어우러져있다. 또 야외 정원에서 감귤 장작을 이용한 흑돼지 바비큐 구이는 제주도 통나무 펜션에서만 경험할 수 있는 잊지못할 추억이다. 부대시설로 아담한 수영장과 연못 등이 있어 가족 및 연인들의 휴양지로 손색이 없다. 제주도 통나무펜션에서는 체험 감귤농장을 운영하여 직접 감귤을 따먹고  저렴한 가격에 구입할 수 있는 독특한 체험을 할 수 있다. 
101. 클럽아비오,강원도 횡성군 갑천면 외갑천로479번길 84-19,#강원도#숙박#펜션#횡성숙소,010-9308-3481 & 010-5250-3347,<a href="http://www.clubavvio.com" target="_blank" title="새창 : 클럽아비오 홈페이지로 이동">http://www.clubavvio.com</a>,,클럽아비오펜션은 횡성온천 인근에 위치해 있어 피로를 풀 수 있으며 펜션 앞은 갑천 저수지가 있어 호수의 전망이 매우 아름다운 펜션이다. 1만여 평의 숲 속 산책로의 오솔길을 걸으며 산림욕을 할 수 있는 펜션  여름에는 수영장에서 선탠과 물놀이를 즐기고 펜션 앞 멋진 잔디정원에서 바비큐 파티를 즐기며 잔잔한 물가에 낚싯대만 드리우면 바로 강태공이 될 수 있다.
102. 나만의풍경펜션,인천광역시 강화군 화도면 해안남로 1640-1,#강화숙소#숙박#인천광역시#펜션,010-4432-9041,<a href="http://www.seascape.kr" target="_blank" title="새창 : 나만의풍경펜션 홈페이지로 이동">http://www.seascape.kr</a>,,나만의 풍경펜션은 강화도에 위치한 전망 좋은 펜션으로 3개의 객실동과 1개의 세미나실동으로 운영되고 있다. 유럽 스타일의 펜션으로 커플과 가족 단체 모두에게 편안함을 주려 한다. 특히 세미나실이 준비되어 있어 워크숍 및 단체 모임에 보다 편리함을 제공해 드리며 족구장도 준비되어 있어 보다 즐겁게 펜션을 즐길 수 있다. 여름엔 가족이 함께  즐길 수 있는 수영장이 있어 아이들이 있는 가족여행에 좋은 펜션이다.
103. 고흐와 해바라기,강원도 홍천군 서면 팔봉강변길 235,#강원도#숙박#펜션#홍천숙소,033-434-2355,<a href="http://www.gallerypension.com" target="_blank" title="새창 : 고흐와 해바라기 홈페이지로 이동">http://www.gallerypension.com</a>,,높은 지대에 우뚝 솟은 고흐와 해바라기는 1층 전망이 5층 이상에서 보는것처럼 시원한 강변 풍경을 자랑한다. 특히 이국적인 뾰족 지붕을 만들기 위해 다락방을 만들고 각 객실에 테라스를 두어 강변 풍경을 더욱 가까이서 느낄 수 있도록 설계되었다.
104. 토마토펜션,인천광역시 강화군 화도면 해안남로 2506-15,#강화숙소#숙박#인천광역시#펜션,032-937-3020,<a href="http://www.tomatops.com" target="_blank" title="새창 : 토마토펜션 홈페이지로 이동">http://www.tomatops.com</a>,,토마토 펜션은 2007년 8월에 오픈한 펜션으로서 모든 객실에서 강화도의 아름다운 바다를 조망할 수 있는 펜션이다. 특히  강화도에서도 낙조마을로 잘 알려진 장화리 마을과 바다가 한 폭의 그림처럼 들어오며 썰물이 되어 바닷물이 빠지면 아름다운 곡선의 갯벌과 해안선은  보는 이로 하여금 평온을 갖게 한다. 펜션은 2개의 동으로 운영되고 있으며 커플룸 위주의 객실로 운영되고 있다. 바비큐도 바다를 즐기면서 할 수 있다.
105. 오션하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,#서귀포숙소#숙박#오션하우스#제주권#펜션,010-3693-4541,<a href="http://www.oceanhouse.co.kr" target="_blank" title="새창 : 오션하우스 홈페이지로 이동">http://www.oceanhouse.co.kr</a>,,오션하우스는(oceanhouse)는 제주도 서남쪽에 위치한 세련된 네델란드풍의 전원형 펜션이다. 아름드리 나무와 넓은 잔디밭 정원은 주위의 경관과 어울리며 또한 부지를 계단식으로 정리하고 데크를 넓고 길게 만들어 이국적인 정취가 물씬 풍기도록 하였다. 오션하우스 바로 뒤에 장엄하게 우뚝 솟은 산방산에는 제주도 영주십경중의 하나인 산방굴사가 있고 드넓은 태평양이 한눈에 들어오는 용머리해안은 중국 진시황제의 전설을 보는듯하다. 형제섬은 좋은 낚시터로 각광받고 있다.
106. 포천 아이러브펜션,경기도 포천시 영북면 산정호수로411번길 112-22,#숙박#영북면#펜션#포천숙소,031-532-7710,<a href="http://www.sanjeonghosupension.com/" target="_blank" title="새창 : 포천 아이러브펜션 홈페이지로 이동">http://www.sanjeonghosupension.com/</a>,,800여평의 부지에 건물은 11동으로 통나무 스타일의 운치있는 건물이다. 펜션 바로 앞에 맑고 깨끗한 산정호수가 있으며  뒤편으로는 뛰어난 경관을 자랑하는 명성산이 자리잡고 있다. 아침에 피어 오르는 물안개도 장관이다. 고급스러운 펜션 분위기와 주위의 명산들로 둘러싸여 깨끗한 자연을 맘껏 느길 수 있다.
107. 해오름빌리지,인천광역시 옹진군 영흥면 영흥로643번길 95,#숙박#웅진숙소#인천광역시#펜션,032-886-3381,<a href="http://www.sunrisevillage.co.kr" target="_blank" title="새창 : 해오름빌리지 홈페이지로 이동">http://www.sunrisevillage.co.kr</a>,,가족의 따스함과 젊음의 낭만을 동시에 느낄 수 있는 최신 유럽풍 펜션 민박  내 집같이 편안한 분위기를 느끼고 싶은 가족여행. 특히 한적한 주변 환경과 유럽풍의 쾌적한 숙박시설을 경험해보고 싶은 친구  여인 동호회 등 뜻을 같이 하는 분들의 이색적이고 낭만적인 장소를 제공해 주고 있다.
108. 구름위의산책,경상남도 고성군 상리면 삼상로 1312-35,#고성숙소#숙박,055-673-9111,<a href="http://www.cloudpension.kr" target="_blank" title="새창 : 구름위의산책 홈페이지로 이동">http://www.cloudpension.kr</a>,,경남 고성군의 구름위의산책은 사방이 산으로 둘러싸여 숲이 우거져 있고 공기가 맑고 깨끗한 한적한 공간에 자리 잡고 있다. 통나무로 지어진 건물 외관은 주변 경치와 잘 어우러진다. 객실은 원룸  투룸  복층형으로 구분되어 있으며 각각의 객실은 독립된 독채형식으로 타인에게 방해받지 않고 편안하게 머물 수 있다. 객실 내부 역시 통나무로 마감이 되어 있어 친환경적이며 객실마다 작은 벽난로가 있어 운치를 더한다. 부대시설로는 야외 바비큐장  수영장  족구장이 있으며 분위기 있는 까페와 주차 시설도 마련되어 있다. 주변 관광지로는 당항포관광지  상족암 군립공원  당항포  공룡박물관 등이 있다. 
109. 강가의성,강원도 홍천군 북방면 굴지강변로 281,#숙박#펜션#홍천숙소,033-433-8309,<a href="http://www.sungofriver.com" target="_blank" title="새창 : 강가의성 홈페이지로 이동">http://www.sungofriver.com</a>,,44번 국도를 따라가다 홍천시내에서 춘천 방향으로 약 4km에서 원소리  장항리 방향 좌회전 후 가다 보면 홍천강과 만나는 지점  돌산이 오랜 세월 동안 강물과 싸워서 생긴 흔적이 남아 있는 곳  견지 낚시로 유명한 반딧불이 마을  강변에는 하얀 백사장 모래와 콩자갈로 되어 있어 운치를 더하고 여름철에는 잘 아는 사람만 찾는 잘 알려지지 않은 이곳 바로 홍천의 명소 장항리이다. 홍천군 서석면에서 발원한 홍천강 물길은 십리길 읍내를 지나 구불구불 술에 취한 듯 소매곡리 도사곡리 굴지리 장항리를 어지럽게 지나 노일리에서 술에 깬 듯 유유히 흘러간다. 중앙고속도로 홍천강휴게소 아래 강을 따라 나있는 조그만 세로 길은 내내 강변을 따라 암절벽을 만들고 강물이 흘러가는 대로 장항리까지 이어져 펜션 강가의 성(Riverside Castle)에 이르게 된다. 펜션 뒤편으로는 푸르고 울창한 산이 감싸고 있으며 앞에는 넓은 강이 흐르고 있는 멋진 풍경을 갖고 있는 펜션으로 테라스에서 홍천강을 바라보며 즐기는 바비큐가 일품이라고 말할 수 있다. 
110. 시냇물졸졸졸,경기도 양평군 용문면 용문산로192번길 10-10,#숙박#양평숙소,010-9983-3340,<a href="http://www.streampension.com/" target="_blank" title="새창 : 시냇물졸졸졸 펜션 홈페이지로 이동">http://www.streampension.com/</a>,,맑고 시원한 계곡물이 만나는 용문천이 있고  물고기와 다슬기를 잡으며 아이들과 물놀이를 즐길 수 있는곳이다.  여름휴가로 제격인 펜션은 여름뿐만 아니라 가을에는 용문산의 붉게 물든 단풍을 즐길 수 있고  유명가수 콘서트  사물놀이 등 양평을 대표하는 각종 축제가 열리는 용문산 관광지까지 차량으로 약5분이면 갈 수 있다. 그리고 겨울에는 겨울의 꽃인 스키를 즐길 수 있는데 가까운 스키장(대명비발디파크)까지 약20분이면 갈 수 있다. 또한 인근의 무료썰매장과 눈썰매장도 있어 겨울방학 아이들의 추억거리를 만들기에 적당할 것이다.  이렇게 펜션은 사계절 모두 추억과 낭만을 만들 수 있는 유럽형 펜션으로 독채형은 회사워크샵  가족모임  야유회 등을 이용할 수 있고  그린과 옐로우는 단독형으로 사랑하는 연인들을 위한 커플룸이다. 
111. 초콜렛 호텔,서울특별시 영등포구 경인로 888,#숙박#영등포숙소,02-2069-3000,,,초콜렛 호텔은 서울의 중심이자 교통의 요지인 영등포역 5번출구에서 500m에 위치한 신개념 비즈니스 호텔로서  품격있는 서비스와 경제적인 가격  우수한 입지조건을 바탕으로 최고의 만족을 준다. 지하철1호선  영등포역 5호선  신길역과 인접해 있어 대중교통 이용이 편리하여 여의도  강남  명동  남대문시장  동대문시장등 서울 주요 관광지를 관광및 쇼핑 방문시에도 가장 적합하다. 조식이 가능하며 신세계백화점  타임스퀘어 등 대형 쇼핑센터 인근에 있어 이용이 편리하다.
