이름,주소,태그,전화번호,홈페이지,운영시간,이미지,소개
556. 루위,서울특별시 강남구 도산대로 211,#강남맛집#음식,02-3445-0003, http://www.루위.com ,연중무휴,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=38b1f0db-c8b8-4fef-bba4-a0d63cb3aa6d,※ 영업시간 11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:00)  고품격 중식 코스요리를 제공하고 있으며 인근 신사동  압구정동 및 가로수길 일대 맛집으로 유명하다. 연인들 및 젊은 부부의 강남데이트코스 중 하나로 소·중·대형 단독룸이 있어 상견례장소  부모님생신잔치  아이들 소규모돌잔치 등 장소로 각광받고 있다.
557. 숲속의궁전,제주특별자치도 서귀포시 염돈로28번길 46,#서귀포숙소#숙박#제주도#펜션,064-739-1915, http://www.kbs1.kr/h/subsoggj/index-in.htm ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=d388fea8-fe0a-4fc1-8327-88ed7e71c60c,제주   숲속의궁전  은 서귀포 월드컵 경기장에서 5분 거리에 떨어진 파란 녹음이 우거진 곳에 자리 잡은 최고급 펜션 타운이다. 펜션 앞마당에서 바로 제주도 남쪽 쪽빛 바다와 범섬 그리고 월드컵 경기장을 발아래로 굽어볼 수 있는 경치와 한적하고 조용한 환경 그리고 번잡하지 않는 고급스러운 여행의 만족을 원하는 분들에게 숲속의궁전은 최적의 장소이다.   
558. 제주바닷가하우스,제주특별자치도 서귀포시 대정읍 형제해안로 254,#서귀포숙소#숙박#제주도#펜션,064-794-0977, http://www.seasidehouse.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=e31f18e8-1975-4da3-879f-8344166b7729,산방산과 송악산의 맑은 공기가 숨 쉬는 마을  바닷가하우스는 남제주군 대정읍에 위치한 펜션이다.  2002년 8월에 완공되어 깨끗한 시설과 서비스를 목표로 운영한다. 
559. 승일 펜션,강원도 철원군 갈말읍 태봉로 1694,#강원도#숙박#철원숙소#펜션,033-452-8518, http://www.si-pension.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=aff00155-4801-4908-9672-757e318293a4,승일펜션은 화려하지 않지만  고향의 부모님 집처럼 편안하고 안락하게 쉬었다가 갈수 있는 곳이다. 7개의 독립적인 객실형태를 가지고 있어 묵는 동안 옆 객실의 방해를 받지 않고 마치 나만의 별장에 온듯한 느낌을 가질 수 있다. 또한 주변으로 승일교   직탕폭포  순담계곡  제2땅굴 등 최고의 경관을 자랑하는 관광지들이 즐비하기 때문에 보는 즐거움까지 두루 겸비하고 있다.  
560. 팜빌리지,제주특별자치도 서귀포시 속골로 29-10,#서귀포숙소#숙박#제주도#펜션,1600-9038  064-739-5100, http://www.palmvillage.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=b6966a31-e73e-41b4-a1a6-659658b82240,팜빌리지펜션은 17세기 유럽 스타일 원목가구와 샹들리에가 고풍스러운 이미지를 풍기는 내부 인테리어  고급 주방기구  거위털 침구류  최신 시설의 전자제품을 구비하였다.바다를 바라보며 잊지 못할 추억을 만들 수 있는 소나무 속 바비큐장도 있다. 
561. 레이펜션,충청남도 태안군 남면 청포대길 104,#숙박#충청권#태안숙소#펜션,010-6477-1790, www.reipension.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=fc8ea893-2b6c-4b07-8854-7951ea8a3ed7, 레이 는 불어로  친구 라는 뜻으로 레이펜션은 충남 태안군 남면 양잠리 1230-11번지에 위치해 있다. 언제나 친구처럼 포근하게 그렇게 시원하게 밀려드는 하얀 파도와 백사장에 흩어져 있는 갖가지 조개와 넓고 고운 모래 백사장은 복잡한 도시생활에 지친 이들을 편안하게 감싸 안아준다. 수련활동  체험학습  기업연수 및 기업체 하계휴양소 예약도 받고 있으며  캠프파이어와 바비큐 파티  체육활동  갯벌체험과 바다 레포츠  서바이벌 체험  ATV 투어 등을 즐길 수 있다. 
562. 그린밸리 펜션,강원도 철원군 동송읍 창동로 2282,#강원도#숙박#철원숙소#펜션,033-455-1052  010-6370-3803, http://www.greenvalleypension.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=e1ea33c7-fe57-4d5e-834c-dccc7f742bb5,그린밸리펜션은 6개의 객실을 운영하고 있으며 객실마다 고급스럽고 엔틱한 분위기의 인테리어로 꾸며져 있다. 각 객실에서는 한탄강계곡이 한눈에 보이며 주방용품과 객실용품등 이용하는데 불편함이 없도록 모든 집기품이 잘 갖추어져 있다. 베어스타운 스키장과 40분  한탄당C.C 10분  한탄강 래프팅 5분 등 인근에 다양한 즐길거리가 있다. 캐나다산 원목으로 건축한 낭만적인 분위기의 그린밸리펜션에서 고객도 낭만 적인 휴식을 취할 수 있다.  
563. 제주 지삿개풍경,제주특별자치도 서귀포시 이어도로 150,#서귀포숙소#숙박#제주도#펜션,064-738-5353  064-738-6996, http://www.jisakke.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=874434fb-67b8-479a-be6b-468ea883a870,지삿개 해안의 주상절리를 뜻하는 지삿개란 명칭을 사용하는 지삿개풍경펜션은 중문단지 2차 지구 외 200m 지점에 위치하고 있으며 대포동 어항과  소나무 숲과 바다가 잘 어우러진 풍경을 자랑하는 곳이다. 그리고  중문 단지로 연결되는 해변 산책로가 잘 만들어져 있어 유명 관광지가 근처에 많이 위치해 있다. 어항에서 신선한 생선을 직접 살 수 있어 손님들에게 인기를 끌고 있다. 지삿개의 건축물은 석고보드 및 유해성 내장재는 사용하지 않았으며  황토 방 및 건물에 EM 미생물  광합성 미생물  참숯가루와 당밀로 처리하여 환경친화적으로 건축하였다.   
564. 푸른제주 펜션,제주특별자치도 서귀포시 성산읍 한도로 256,#서귀포숙소#숙박#제주도#펜션,064-783-4830, http://www.preunjeju.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=e8d2196d-a565-4a7e-a314-33a72c08b856,전원휴양지인 ‘푸른제주’ 민박은 바다에서 들리는 생명의 숨소리 등 편안하고 특별한 여행의 즐거움을 느낄 수 있는 곳이다. 3층 건물의 한 동으로 이루어져 있는 푸른제주민박은 양실과 한실의 두 종류의 객실을 보유하고 있다. 2~4인 기준의 33㎡  3~6인 기준의 40㎡형  4~8인 기준의 50㎡형 등 다양한 객실이 있으며  각 객실 내에는 깔끔한 욕실이 있으며 TV  냉장고  싱크대  에어컨  샤워대  전기밥솥  취사도구 등 당의 편의시설이 완비되어 있다. 이곳 일층에는 175㎡의 70여 명이 수용될 수 있는 식당을 운영하고 있어 음식재료를 마련해오지 못한 손님들은 제주 특산물인 흑 돼지 요리를 맛볼 수 있다. 직접 축산물 농장에서 흑 돼지 오겹살  목살 들을 공급해와 저렴한 가격에 쫄깃하고 담백한 흑 돼지 요리를 먹을 수 있다. 그 외에 갈치조림  고등어조림도 마련되어 있다.   
565. 해밀의 아침 펜션,인천광역시 옹진군 북도면 신도로 87,#숙박#옹진숙소#펜션,032-751-1140, http://www.sun-morning.co.kr ,,,해밀의 아침펜션은 전면으로 탁 트인 푸른 바다와 아름다운 구봉산을 뒤로하고 있으며  드라마   풀하우스  슬픈연가   세트장이 위치해 있다. 또한 세개의 섬(신도  시도  모도)이 멋진 대리로 연륙되어 있어 바다와 하나 됨을 느낄 수 있다.  
566. 애플펜션,경기도 양평군 서종면 서능로 111,#경기도#숙박#양평숙소#펜션,010-3381-1181, http://www.applepension.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=da80dac6-6861-4fc6-924c-363cad503d36,경기도 양평군 서종면의 자연환경을  배경으로 아늑하게 자리하고 있는 애플 팬션은 캐나다 정통 통나무집으로 지어진 곳이다. 특히 정통 캐나다식 통나무 주택과 미국식 목조 주택이 어우러져 있는 이 펜션에는 통나무커플  VIP애플  레드애플  그린애플  골드애플  통나무VIP 등 전체 6개의 객실을 운영하고 있는데 모두 커플룸이다. 통나무커플은 원룸형 침대 객실로 연인들이 이용하기에 좋고  VIP애플은 침대와 거실이 분리되어 있는 객실이다. 레드애플  그린애플  골드애플 객실은 각기 특징 있는 인테리어로 그 분위기가 서로 다르다. 통나무VIP 객실은 복층형 객실로 되어 있으며 가장 넓은 객실로 2층에 영화관이 마련되어 있다.  
567. 해나지 펜션,충청남도 태안군 남면 진산1길 277-129,#숙박#충청권#태안숙소#펜션,041-675-8114, http://www.haenaji.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=a005900d-c447-44f9-91ad-bcf330d8e43e,태안에 머물 일이 있다면 해나지 펜션에 머물기를 추천한다. 펜션 바로 앞에 넓은 바다가 있어 한눈에 시원하게 펼쳐진 바다를 볼 수 있고 파도소리를 들으며 추억에 잠길 수 있다. 1층에는 3명에서 6명까지 머물 수 있는 객실이 마련되어 있으며 2층과 3층에는 3명~5명 정도 머물 수 있는 객실이 마련되어 있다. 그 외에 방  거실  다락방으로 구성되어있는 독채룸이 마련되어 있다. 아늑한 통나무집 모양으로 설계되어 있는 이곳은 유럽풍의 중우한 분위기를 주는 침대객실로서 동양 속의 서양을 느끼게 해줄 수 있는 퓨전 휴식공간을 제공하고 있다. 겨울의 별미인 바비큐 시설도 설치되어있다. 오색 빛으로 물들며 노을 지는 태양은 한 폭의 수채화 같은 장관을 자아내는 모습을 보며 즐거운 시간을 보낼 수 있다. 세계 5대 갯벌 중 하나로 꼽히는 ‘서해안 갯벌’에 속한 태안군은 관광객들이 많이 찾는 체험 학습 현장 중의 하나이기도 하다.  
568. 해뜨는집 펜션,제주특별자치도 서귀포시 성산읍 한도로 137,#서귀포숙소#숙박#제주도#펜션,064-784-8812, http://www.sunrisinghouse.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=91314c74-fa74-4acf-9f1e-521f1c141d83,모든 객실에서 탐라 제일경인 성산 일출봉이 보이는 해 뜨는 집은 넓은 주차장을 겸비한 숙소이다. 가깝게 우도가 자리 잡고 있고  성산일출봉을 등에 지고 오조리 바닷가에서 색다른 방법으로 맛조개  어패류 등을 직접 잡을 수 있고 아이들의 좋은 자연학습지이기도 하다. 그래서 가족들과 함께 조개잡이를 나선 도민들과 관광객들로 항상 붐비는 곳이다. 펜션에서 조개 잡는 도구를 일체 빌려주기도 한다. 이곳에서는 또한 성산에서 세화 간 사이의 다양한 볼거리와 쉼터 그리고 체험을 동시에 즐길 수 있는 환상적이 드라이브 코스를 알려준다. 객실은 호텔형과 일반형의 구조로 되어 있다. 침대방과 온돌방 중 선택할 수 있으며  바다가 한눈에 들어오는 통유리 창을 설치하여 일출과 일몰을 객실에서 모두 볼 수 있다. 창문만 열면 답답했던 마음을 탁 트이게 할 수 있는 제주도 바닷바람이 객실로 들어와 상쾌한 마음을 느끼게 해준다.    
569. 꽃향기펜션,충청남도 태안군 안면읍 방포로 111,#숙박#충청권#태안숙소#펜션,041-673-7110  010-2410-3500, http://www.smellflower.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=09492023-cdf9-43ca-af60-83b3249ae092,방포해수욕장 인근에 위치한 꽃향기펜션은 10개의 객실이 운영된다. 18대 정도의 주차시설과 단체가 머물 수 있는 온돌방은 물론 가족단위의 침대방도 마련되어 있다. 주변 명소로는 사계절 많은 관광객이 찾는 백사장항과 울창한 안면송이 가득한 안면도 자연휴양림 등이 있다. 
570. 향토길펜션,충청남도 태안군 남면 진산1길 277-87,#숙박#충청권#태안숙소#펜션,010-5008-5562,,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=adfafb6f-0ac2-413d-8ecb-f664f11ed928,충남 태안에 위치한 향토길 펜션은 주변의 소나무와 어우러진 통나무집이다. 모든 객실에서 바다가 보이며  a동과 b동으로 나누어져 있으며 20평의 페밀리 룸  10평의 커플 룸으로 이루어져 있다. 객실은 현대화된 한국형 객실로서 사랑하는 가족들  연인들과 내 집 같은 편안한 향토길 펜션에서 더욱더 멋진 추억을 남길 수 있다. 20대의 차량이 주차할 수 있는 주차공간이 마련되어 있다. 펜션 주변이 소나무로 둘러 싸여 있어 도심에서 맡을 수 없는 상쾌한 소나무 향을 맡을 수 있다. 펜션 주변에서 조개  농게  맛조개 등을 캘 수 있는 갯벌체험을 할 수 있다. 푸른 바다를 실컷 구경 할 수 있으며 바닷바람의 싱그러운 속삭임을 느낄 수 있다. 갯벌과 해수욕장은 소나무로 둘러싸여 있어 그늘에서 쉬기도 좋다. 
571. 펜션 리버힐,강원도 홍천군 서면 도롱골길 177-12,#강원도#숙박#펜션#홍천숙소,010-4569-1498, http://www.river-hill.co.kr ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=1fee10c0-8edb-42b0-bcb2-45cef1ff4d93,강원도 홍천의 홍천강 바로 앞에 자리 잡은 펜션 리버힐은 2007년 10월에 신축한 모던한 건물이 독특하다. 붉은색의 강렬함과 모던한 느낌을 주는 직선 구조  그리고 목재건물의 조화가 인상적인 펜션 외관은 홍천강의 자연환경과도 잘 어우러진다. 객실은 각각 강렬하고 화려하게 꾸며져 있어 분위기에 맞게 객실을 고르는 재미도 있다. 객실마다 취사도구와 각종 편의시설이 구비되어 있어 편안하고 안락하게 머물 수 있으며 야외에 마련된 데크에서 주변을 감상하며 오붓한 티타임과 바비큐 파티도 즐길 수 있다. 여름철엔 홍천강변에서 물놀이와 낚시를  겨울철에는 인근 스키장에서 스키와 보드를 즐길 수 있다. 
572. 아레나 펜션,강원도 홍천군 북방면 노일로 344-13,#강원도#숙박#펜션#홍천숙소,010-8793-0092  010-9022-3169, http://www.arenapension.com ,,https://support.visitkorea.or.kr/img/call?cmd=VIEW&id=c7cc93ca-1d94-4582-ac80-8fbc06690c10,연인들이  추억을 만들 때  가족의 행복한 추억거리를 간직하고 카메라에 담고 싶을 때  강원도 홍천에 있는 아레나펜션을 떠올리면 된다. 앞쪽으로 노일강이 있고 뒤쪽으로 산이 병풍처럼 있어 아늑함을 더해 준다. 여름철 펜션에서 수영과 썬텐을 할 수 있도록 수영장 시설을 만들었고 수영 후 피로에 지친 심신을 달랠 수 있는 노천스파까지 준비되어 있다. 또한 언제나 카페를 이용해 진한 커피를 마실 수 있으며 간단한 아침식사 서비스가 있다. 사랑하는 사람과 펜션에서 대여해 주는 자전거를 타고 노일강변을 시원하게 달려보는 것도 여행의 낭만일 것이다. 주변 관광지로는  대명 비발디  팔봉산 유원지  홍천강 등이 있다. 
