인덱스,이름,주소,태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
1121,지미스,제주특별자치도 제주시 우도면 연평리 317-2,#샤베트#아이스크림#우도땅콩아이스크림#카페,010-9868-8633,,,https://api.visitjeju.net/photomng/imgpath/201804/30/35a91d9b-39df-484f-bc5c-e26dea291d6c.gif,,,​​지미가 직접 만든 원조 수제 아이스크림이라는 문구가 걸려있는 지미스. 우도땅콩을 갈아 만든 우도땅콩아이스크림이 유명하다. 바로 앞에 검멀레해변이 보이는 테이블이 있고 한라봉&amp천혜향 샤베트도 판매한다.
1122,수우동,제주특별자치도 제주시 한림읍 협재리 1706-1,#돈까스#우동#일식,064-796-5830,,월요일 11:00~15:30 브레이크타임 15:30~17:00 화요일 휴무,https://api.visitjeju.net/photomng/imgpath/201804/30/3d7d3554-588c-4dc2-b007-3ced481a283c.jpg,,,​​​​​​​​​수요미식회 맛집으로 소문난 곳이라 사람이 몰리는데 당일 대기예약만 가능하여 미리 가서 예약 후 시간에 맞춰서 방문하면 된다.오픈시간인 11시가 다가오면 당일 저녁예약시간까지는 사람들로 가득찬다.바다를 바라보며 먹는 우동 맛은 수고한 보람이 있을 정도라고 하니 돈까스와 우동을 좋아한다면 추천한다.
1123,앤트러사이트,제주특별자치도 제주시 한림읍 동명리 1715,#카페#커피#아메리카노,064-796-7991,,,https://api.visitjeju.net/photomng/imgpath/201811/06/b87b4637-7781-44b1-9fc0-3fa618c62673.jpg,,,70년 된 고구마전분공장을 그대로 유지한 카페.40여년 동안 공장이 돌아가며 바닥에 낀 기름때는 화산송이를 부어서 마감했고 섀시까지도 예전 그대로의 것에서 칠만 새로 했다고 한다.기존에 보던 카페와는 다른 이색적인 분위기를 느낄 수 있다.천장 지붕 곳곳이 뚫려있어 자연채광이 내부로 흘러오는 모습을 보고 있으면 한 폭의 그림과 같다.외부에 간판이 없으므로 지나치지 않도록 주의해야 한다.​​
1124,우도왕자이야기,제주특별자치도 제주시 우도면 연평리 2516-2,#카페#아이스크림#한라봉아이스크림,,,,https://api.visitjeju.net/photomng/imgpath/201804/30/89b25477-5cb7-49cf-ac0e-726ece379daf.gif,,,​​우도 내에 검멀레해변 서빈백사 등 여러곳의 가게가 있는 우도왕자이야기. 과자를 이용하여 아이스크림을 다양하게 꾸며서 주기도 하는데 그 모습이 200개 이상이라고 한다. 한라봉 땅콩 2가지 종류가 있고 그 중에 새콤달콤한 한라봉 아이스크림이 이곳의 별미다. 서빈백사를 가면 사장님이 디제잉하는 모습도 볼 수 있다.
1125,명랑스낵,제주특별자치도 제주시 한림읍 한림리 1479-4,#떡볶이#왕새우튀김#흑돼지튀김#생맥주#짜장떡볶이,070-4121-1110,,저녁6시 주문마감마지막주 수요일 휴무 화요일 휴무,https://api.visitjeju.net/photomng/imgpath/201804/30/c55710e3-30e5-45a7-9a95-fde8f2950832.jpg,,,​​매콤달콤한 떡볶이에 튀김의 조합은 흔하지만 여기에 생맥주를 곁들일 생각을 누가 했을까. 명랑스낵은 신개념 종합분식점이다. 떡볶이는 1인분부터 즉석형태의 짜장 떡볶이는 2인분부터 주문 가능하다. 튀김의 종류에는 제주도에서만 맛볼 수 있는 식재료들이 당당하게 이름을 올리고 있는데 한치튀김 왕새우튀김 흑돼지튀김이 이에 속한다. 주문이 밀리는 날이면 튀김류는 빨리 소진 되기 때문에 영업 시간 전부터 차례를 기다리는 줄이 늘어서는 일은 다반사다.​​​​​명랑스낵은 선불이며 셀프서비스이다. 가게앞 도로변 건너편 피그클리닉 주차장에 절대주차금지 안내문과 함께 녹색표시 주차가능 표기 확인내용이 입구에 붙어있으니 운전자라면 참고해야한다. 한림 앞바다를 보며 떡볶이 한입 튀김 한입 먹방시간을 갖는다.​
1126,바다다,제주특별자치도 서귀포시 대포동 2384,#음료#칵테일#맥주#위스키#와인#버거,064-738-2882,,저녁6시이후 청소년 및 아동의 출입을 제한,https://api.visitjeju.net/photomng/imgpath/201804/30/999323a6-0d03-40f8-b929-85bb2f4fe67e.jpg,,,​​​조그만 골목길을 따라 들어가면넓은 주차장이 나오고 건물 한쪽편은 완전히 바닷가와 접해있어 라운지안에서 바로 파도를 볼 수 있다.​​​​​적절한 조명과 라운지 음악의 조화로 분위기가 매우 좋으며 옥상에 마련된 푹신한 의자에 앉아 바다를 보며 한잔하기 좋다.칵테일의 맛은 따질 필요없어지는 분위기만으로도 핫 플레이스~!!!주류도 다양한 와인과 맥주 위스키 칵테일 등을 구비해 놓았다.​​바다다는 바닷가 앞에서 하우스음악과 칵테일 음식 등을 즐길 수 있는 Beach Lounge 이다.제주도에서 경험할 수 있는 최고의 공간을 낮부터 밤까지 제공한다.​​​​
1127,최고집,제주특별자치도 서귀포시 김정문화로 71,#항정상#오겹살#속풀이라면,064-739-4777,,휴일은 둘째 넷째 화요일. 마지막 주문 10시,https://api.visitjeju.net/photomng/imgpath/201804/30/1a12a10f-ec7b-4b4d-8c3e-eee9b7f61618.jpg,,,​​1등급 이상의 제주 백돼지를 맛볼 수 있는 곳으로 항정살과 오겹살에만 집중하여 최고의 맛을 선보인다. 오후 6시경부터는 대기자가 발생할 수 있으니 그 전에 방문하거나 예약하는 것이 좋은데 예약은 7시까지만 받는다. (8시 방문건은 예약 불가)​​2007년 오픈 이래 11년째 인기를 끌고 있는 비결은 메뉴의 선택과 집중 그리고 재료의 질이다. 고기는 1등급 이상의 항정살과 오겹살만 선택하여 저온숙성해직접 손질하며 고기뿐만 아니라고기를 찍어 먹는 멜젓 또한 제주산 최상급을 사용한다. 반찬은고기의 맛을 해치지 않을 정도의 간단한 것들로 준비한다.​​오겹살과 항정살 고루 인기가 좋지만 항정살은 물량이 한정돼 있어 테이블당 2인분까지만 주문할 수 있으며 조기 마감되는 경우도 있다. 고기를 다 먹고 난 후 속을 얼큰하게 풀어주는 속풀이 라면을 먹으면 깔끔한 마무리가 된다. 마지막 주문은 10시까지 가능하다.​​​​​​​​​신제주이마트와 서귀포 해양 경찰서 법환포구 등이 가까이 있어 찾아가기가 쉽기 때문에 서귀포에 머무를 때 들르기 좋다. 근처에 무료 공영주차장이 있다는 것도 장점이다.
1128,운정이네,제주특별자치도 서귀포시 안덕면 감산리 359-1,#갈치조림#정식#고등어구이#갈치구이#고등어조림,064-792-8833,,,https://api.visitjeju.net/photomng/imgpath/201804/30/7a29c970-ebb0-4b16-b4d3-4728fa95ca58.jpg,,,​제주의 유명 관광지 중 하나인 카멜리아힐 근처에 위치한 운정이네 토속음식점은 고등어조림(갈치조림)과 전복 뚝배기가 기본으로 제공되고 옥돔과 고등어구이(갈치구이) 중 하나를 선택할 수 있는 고등어 정식과 갈치 정식이 인기 메뉴이다. 제주도에 오면 꼭 먹어봐야 할 음식 중 하나인 전복 옥돔 갈치 등의 요리를 모두 맛 볼 수 있으며 돈가스 새우튀김 오메기 떡 등의 푸짐한 밑반찬이 나온다.무료로 제공되는 한라봉 맛 우도 땅콩 맛 아이스크림이 있어 식사가 끝난 후에도 제주를 담은 맛의 후식으로 가볍게 입가심 할 수 있다. 내부가 넓어서 가족이나 단체로 방문할 수 있고 아이들을 위한 의자와 수저도 준비되어 있다.안덕본점과 중문점을 동시에 운영하고 있다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
1129,망고레이,제주특별자치도 제주시 우도면 연평리 1747-4,#망고음료#음료#카페,064-782-0100,,,https://api.visitjeju.net/photomng/imgpath/201804/30/51fcc2f2-2555-4cb8-aeef-19257373b443.jpg,,,​​국내최초 필리핀망고디저트카페 망고레이는 망고전문 디저트카페로서 전국 단일매장중 생망고를 가장 많이 판매하는 곳이다.​​
1130,바보카페,제주특별자치도 제주시 구좌읍 한동리 1339-6,#카페#댕유차#한라봉,064-783-4847,,,https://api.visitjeju.net/photomng/imgpath/201804/30/7444f547-b3a5-4b82-b83b-b3ca75cec3d3.jpg,,,​월정리 해안도로에는 자리하고 있으며 통유리로 되어 있어 바다가 보인다.내부에는 좌식으로 된 테이블도 마련되어 있고 침대를 개조해 만든 자리나 흰 천이 커튼처럼 쳐져 있는 바깥 테이블 등이 있다.메뉴는 커피와 제주의 댕유차 한라봉 등을 만든 차와 디저트 등이 있다.1인 1메뉴 주문이 원칙이고 기본 테이크아웃 잔에 나오니 유리잔을 원할 경우 미리 요청하여야 한다.노키즈 카페여서 13세 이상부터 출입할 수 있다.​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​
1131,월정리로와,제주특별자치도 제주시 구좌읍 월정리 6,#카페#커피#케이크,064-783-2240,,,https://api.visitjeju.net/photomng/imgpath/201804/30/11cf2b9a-d264-4a10-bb09-52c7345187f7.jpg,,,​월정리 해수욕장에 있는 카페 월정리로와. Lowa는 적시다 스며들다의 뜻이다.손님들이 월정리로 자연스럽게 스며들 수 있도록 꾸며졌다.외부에는 파라솔을 설치하여 바다를 보며 커피를 즐길 수 있도록 되어 있고 전면이 유리창으로 되어 있어 내부에서도 바다가 훤히 보인다.​​여느카페처럼 기본 물이 준비되어 있는데 독특하게 과일을 넣어서 상큼한 느낌을 준다. 음료 및 커피들도 깔끔하다.월정리 로와는 전면이 유리로 되어 있고 카페 내부를 통해 뒤로 가면 넓은 공간이 나와서 여유롭게 월정리를 즐길 수 있는 분위기다.​​
1132,순옥이네 명가,제주 제주시 도두1동 2615-5,#전복물회#성게미역국#해물뚝배기#전복#성게,064-743-4813,,명절 연휴 휴무 브레이크타임 15:00~17:00 명절 연휴 휴무,https://api.visitjeju.net/photomng/imgpath/201804/30/7ef14f67-ac39-4997-8583-8de9c84b3583.gif,,,​순옥이네 명가는 15년 째 성업 중인 전복물회의 명가다. 해녀가 운영하는 검증된 식당인 데다가 물회는 물론 성게미역국 해물뚝배기 등 해물의 묵직하면서도 개운한 맛을 찾는 이들로 늘 북적인다.직접 따온 전복 성게 오분작 등의 자연산 해산물요리를 제공한다. 관광객들이 많이 찾는 물회 맛집으로 소문나 있다.도두동에 위치하여 제주공항과도 가깝다. 브레이크타임(15:00 ~ 17:00)이 있으니 확인후 방문을 권장한다.​​2016 KOREAT JEJU TOP10 선정단 한줄평: 선도 높은 음식과 합리적인 가격 제주 토박이들이 즐겨찾는 진정한 제주 맛집. 독특한 된장 소스에 소라 해삼을 넣은 전복물회와 해물뚝배기는 국물 한 방울도 남길 수가 없다.​​​​​​​
1133,카페마니,제주특별자치도 제주시 구좌읍 평대리 2033-1,#카페#커피#아메리카노,064-7129-7533,,,https://api.visitjeju.net/photomng/imgpath/201804/30/684db80c-8a2e-4499-92b5-e4cfc08603c3.jpg,,,​​월정리 너머 평대리에 위치하며 파티플래너로 오랫동안 일을 해왔던 주인장님이 운영하는 카페이다.빨간 의자에 앉아 바다를 느낄 수 있는 곳으로 시간이나 계절에 맞는 이벤트가 열린다.해안도로를 따라 차를 타고 달리다 누워서 휴식을 취할 곳을 찾는이들에게 추천할 만한 장소.​​​​
1134,풍림다방,제주특별자치도 제주시 구좌읍 송당리 1373-1,#브뤠베#커피#카페,010-5775-7401,,화요일 수요일 휴무,https://api.visitjeju.net/photomng/imgpath/201804/30/cdadc90a-1a3d-4ae7-bc49-34ee301c5d9b.jpg,,,​​​​​​​수요미식회 20회에 방영된 카페이다.대기시간이 길고 마감이 일정하지 않으니 꼭 연락 후 방문하는 것을 권장한다.노키즈존이라 13세 이하는 출입이 불가하다.시그니쳐 메뉴인 브뤠베를 맛보고 재방문을 원하는 관광객이 많다.테이크아웃이 가능한 음료는 제한적이니 방문시 참고.
1135,고래라면,제주특별자치도 서귀포시 성산읍 삼달리 270-4,#라면 #국수#비빔국수,064-782-6685,,,https://api.visitjeju.net/photomng/imgpath/201804/30/478b0985-6b89-4662-9b27-58cc83a69b92.jpg,,,​​​​​​​​김영갑갤러리 근처에 위치한 아담한 규모의 식당으로 라면과 국수 종류를 전문으로 판매한다. 외관과 내부가 심플하고 소박한 분위기를 가지고 있다. 고래라면의 대표 메뉴는 오동통하고 싱싱한 문어가 들어가 있는 문어라면이다. 2인분 이상 주문 시 문어 한 마리를 통째로 넣어 주기도 한다. 라면에는 제주도산 해물이 푸짐하게 들어가서 얼큰하고 시원한 국물 맛을 자랑한다. 이외에도 새콤달콤한 문어비빔국수 부드러운 식감의 성게국수와 성게라면이 있다.버스를 타고 가려면 제주국제공항에서 120-1 버스를 타고 성읍농협 앞 정류장에서 731-2번으로 환승 김영갑갤러리두모악 정류장에서 내려 약 2분을 걸어가면 된다. 인근 명소로는 신천목장 표선해비치 신천리 벽화마을 등이 있다.​​​​​​​​​​​​​​​​​​
1136,블랑로쉐,제주특별자치도 제주시 우도면 연평리 712-1,#카페#크림라떼#케이크#음료,064-782-9154,,연중무휴 / 하절기 매일 10:00 - 17:00 / 동절기 매일 10:00 - 16:00,https://api.visitjeju.net/photomng/imgpath/201804/30/9607a7be-2bdb-40f1-a872-2d727b8fd65e.jpg,,,​​​​우도 하고수동 해변가에 위치한 카페다. 안에서 파랗게 빛나는 하고수동 해변을 볼 수 있다.날이 좋으면 전면이 창으로된 한쪽 벽을 오픈해 시원한 바닷바람을 만끽하며 휴식을 취할 수 있다.상큼한 에이드와 여러 음료를 파는데 그중에서도 우도땅콩으로 만든 빙수와 크림라떼가 대표메뉴다.땅콩치즈케이크와 제주말차티라미슈 등 지역의 특산품을 녹여낸 다양한 메뉴도 만나볼 수 있다.화이트 톤의 실내와 테라스 등의 전경이 예뻐 사진찍기 좋은 곳으로도 알려졌다.​​​​
1137,섬소나이,제주특별자치도 제주시 우도면 연평리 1290-6,#짬뽕#피자#땅콩아이스크림,064-784-2918,,배 안뜨는 날 휴무,https://api.visitjeju.net/photomng/imgpath/201811/29/135b2563-6d48-4eb5-87ec-91fa116b4b01.jpg,,,​​우도에 위치한 섬소나이는 짬뽕과 피자를 즐길 수 있는 작고 예쁜 식당이다. 메뉴는 간단하다. 짬뽕 세 종류와 피자 두 종류 총 다섯가지다. 이 집 짬뽕 맛의 비결은 한약재 등 10가지 이상의 재료를 사용하여 12시간 동안 푹 끓여낸 육수에서 나온다. 톳을 사용해 면을 만들고 모자반(몸)을 넣어 우도의 맛을 살렸다. 면은 매일 직접 뽑아내고 당일생산 당일소모를 원칙으로 삼는다. 신선하게 내기 위해 주문을 받은 후 한 그릇씩 조리하니 정성이 이만저만이 아니다.주문 즉시 한 그릇씩 조리를 하기 때문에 대기시간이 좀 있을 수도 있다.​​​​​​​​짬뽕 중 기본은 우짬인데 빨간 국물의 얼큰한 맛이 일품이다. 불 맛 가득한 풍미가 있고 매운 맛은 강도 조절이 가능하다. 땡짬은 해산물 맛을 살린 개운하고 시원한 맑은 짬뽕이다. 백짬은 크림짬뽕이며 하얀 국물을 기대하면 된다. 여기엔 우도 땅콩이 들어가 매콤하면서도 고소하다. 매콤한 맛이 싫다면 주문 시 이야기 하면 조절해 준다.피자도우에도 톳이 들어가는 것이 특징이다. 소섬피자엔 토마토와 파인애플이 들어가며 자연산 치즈와 고소한 우도땅콩이 들어가 맛을 더했다. 도새기 피자엔 베이컨과 양파 어린잎 채소가 들어갔다. 시원한 맥주를 곁들여 가며 우도의 느긋한 여유를 누리기 좋은 공간이다.파이프를 활용한 모던하면서 인더스트리얼한 인테리어가 독특한 감성을 자아낸다.도의 낭만을 느낄 수 있는 감성 맛집 섬소나이의 최고 인기자리는 바다를 바라 볼 수 있는 창가자리다. 배가 안 들어오는 날은 휴무다.​​​​​​​​​
