인덱스,이름,주소,#태그,전화번호,홈페이지,운영시간/휴무일,이미지,입장료,주차시설,소개
1691,甫吉岛洗然亭보길도 세연정,全罗南道莞岛郡甫吉面芙黄里(甫吉路)전라남도 완도군 보길면 부황리 (보길면),##한국#관광지#관광명소#여행지,莞岛文化艺术科：+82-61-550-5462,www.wando.go.kr,,http://tong.visitkorea.or.kr/cms/resource/03/815203_image2_1.jpg,,,
1692,木浦纱笠岩(목포 갓바위),全罗南道木浦市龙海洞전라남도 목포시 남농로 149 (용해동),##한국#관광지#관광명소#여행지,木浦市厅观光企划科 82-61-270-8430~1,tour.mokpo.go.kr www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/46/2014146_image2_1.jpg,,,      位于海边的岩石就像顶着纱笠的两位僧人，所以称为纱笠岩。      关于纱笠岩的传说有好几种。有的说是悟出真理的道士在跨过荣山江到鸡岛去时，在休息的地方放下头上的纱笠和手里的拐杖，于是便形成了纱笠岩；还有人说是在月出山修道的道士带着上座僧人到木浦去买东西，想使用缩地法跨过荣山江，结果上座僧人没能跟过来，于是变成了石头。
1693,突山岛돌산도,全罗南道丽水市突山邑一带전라남도 여수시 돌산읍 일대,##한국#관광지#관광명소#여행지,丽水市厅观光咨询 +82-1899-2012,,,http://tong.visitkorea.or.kr/cms/resource/13/2507113_image2_1.JPG,,,
1694,突山公园(돌산공원),全罗南道丽水市突山邑突山路3600-1(突山邑)전라남도 여수시 돌산읍 돌산로 3600-1 (돌산읍),##한국#관광지#관광명소#여행지,+82-61-659-4628,,,http://tong.visitkorea.or.kr/cms/resource/99/2507099_image2_1.jpg,,,
1695,兴国寺(丽水)흥국사 (여수),全罗南道丽水市兴国寺路160 (中兴洞)전라남도 여수시 흥국사길 160 (중흥동),##한국#관광지#관광명소#여행지,兴国寺 +82-61-685-5633 6433 售票所 +82-61-690-8403,http://www.여수흥국사.kr,,http://tong.visitkorea.or.kr/cms/resource/10/2507410_image2_1.jpg,,,
1696,灵鹫山(丽水)영취산(여수),全罗南道丽水市上岩洞전라남도 여수시 상암동,##한국#관광지#관광명소#여행지,丽水市旅游咨询 +82-1899-2012,http://tour.yeosu.go.kr,,http://tong.visitkorea.or.kr/cms/resource/86/2507286_image2_1.JPG,,,
1697,莞岛沿岸客运码头(완도연안여객터미널),全罗南道莞岛郡莞岛邑张保高大路335전라남도 완도군 완도읍 장보고대로 335,##한국#관광지#관광명소#여행지,http://www.wando.go.kr/ch (Korean English Japanese Chinese) http://island.haewoon.co.kr (Korean only),,,http://tong.visitkorea.or.kr/cms/resource/16/573016_image2_1.jpg,,,
1698,芦花岛노화도,全罗南道莞岛郡芦花邑芦花路813전라남도 완도군 노화읍 노화로 813,##한국#관광지#관광명소#여행지,芦花邑事务所 +82-61-550-6261,http://www.wando.go.kr/tour,,http://tong.visitkorea.or.kr/cms/resource/12/1534912_image2_1.jpg,,,
1699,鞍马岛(안마도) ,全罗南道灵光郡落月面鞍马岛（落月面）전라남도 영광군 낙월면 안마도 (낙월면),##한국#관광지#관광명소#여행지,鞍马岛 +82-61-350-5612,http://www.yeonggwang.go.kr/?site=tour,,http://tong.visitkorea.or.kr/cms/resource/73/2497473_image2_1.jpg,,,
1700,松耳岛(송이도),全罗南道灵光郡落月面전라남도 영광군 낙월면 송이리 (낙월면),##한국#관광지#관광명소#여행지,观光振兴科 061-350-5753 落月面事务所 061-350-5981,http://152.99.186.122,,http://tong.visitkorea.or.kr/cms/resource/85/1385285_image2_1.jpg,,,
1701,全罗南道海洋水产科学馆(전라남도해양수산과학관),全罗南道丽水市突山邑突山路2876전라남도 여수시 돌산읍 돌산로 2876,##한국#관광지#관광명소#여행지,全罗南道海洋水产科学馆 061-644-4136,,,http://tong.visitkorea.or.kr/cms/resource/74/1607874_image2_1.jpg,,,
1702,丽水EXPO站(여수엑스포역),全罗南道丽水市望洋路2(德忠洞)전라남도 여수시 망양로 2 (덕충동),##한국#관광지#관광명소#여행지,KORAIL http://www.letskorail.com (韩、英、日、中),,,http://tong.visitkorea.or.kr/cms/resource/43/2377243_image2_1.jpg,,,      丽水站于2011年10月1日更名为丽水EXPO站。该站是在1930年12月25日随着光州-丽水两城之间线路的开通开始投入使用的，起初它仅是一个普通的小站，后因被选为2012年丽水世界博览会用地，才将车站迁至德忠洞，建造了新的火车站。信息提供 韩国铁道公社KORAIL
1703,务安泥滩生态中心(무안생태갯벌센터),全南务安郡海际面龙山路140号전라남도 무안군 해제면 만송로 36,##한국#관광지#관광명소#여행지,[务安泥滩生态中心] 办公室 061-450-5632~4 售票处 061-450-4368, http://www.ppul.or.kr ,,http://tong.visitkorea.or.kr/cms/resource/80/824680_image2_1.jpg,,,※ 儿童 :  5 ~ 13周岁者※ 青少年 : 14~19周岁者，须持学生证※ 军人 : 持证件的军人(包括武警、义务兵、警备教导队员、公益勤务要员等)※ 团体 : 20人以上※ 免费 : 持证件的残疾人、持身份证的65周岁以上的老人、1家有3个子女以上者(须持证明材料)[内部设施] 多功能影像馆、泥滩生态馆、泥滩探察馆、导入空间/信息搜索台、体验展示厅、企划展示室、泥滩学习室、泥滩研究室、咖啡厅等[外部设施] 泥滩生态公园生态公园、便利设施、户外学习场、生态体验场、其他设施等
1704,突山大桥(돌산대교),全罗南道丽水市突山邑전남 여수시 돌산읍 ~남산동(국도17호선),##한국#관광지#관광명소#여행지,丽水观光科 82-61-690-2038,www.yeosutravel.net,,http://tong.visitkorea.or.kr/cms/resource/67/1607867_image2_1.jpg,,,       要游览突山岛先要过突山大桥。1984年，连接丽水市南山洞和突山邑的长450m，宽11.7m，有2组往返车道的突山大桥建成，并开始被开发成旅游景点。作为韩国规模最大的四面张开式桥梁，突山大桥的壮观也引起众人的关注，加上周围美丽的海上风景，和不远处的丽水港，形成一道亮丽的风景线，这里的夜景尤为迷人。桥两侧建有八角顶的展望台，是眺望如画的丽水港的好地方。过大桥后，可见突山岛上鳞次栉比的生鱼片店和一排排的船舶，尤其是像古代龟船的游览船，最为引人注目。在静静等待游人的到来。        2000年10月，突山大桥、突山大桥竣工塔和附近的将军及对面的海洋公园，设起了美丽的光照装置，夜间为游客们营造出一片如梦如幻的夜景。每年利用照明和其他设施，突山大桥一带都会进行丰富多彩的活动，为游客们留下美好的回忆。管理者 郑春奎(音)利用时间 24小时地方小吃 突山泡菜、鳗鱼生鱼片等
1705,康津高丽青瓷陶窑址(강진 고려청자도요지),全罗南道康津郡大口面青瓷村街전라남도 강진군 대구면 사당리,##한국#관광지#관광명소#여행지,康津青瓷博物馆 +82-61-430-3755,http://www.celadon.go.kr/http://www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/38/1606638_image2_1.jpg,,,
1706,咸平EXPO公园(함평엑스포공원),全罗南道咸平郡咸平邑困斋路27(咸平邑)전라남도 함평군 함평읍 곤재로 27 (함평읍),##한국#관광지#관광명소#여행지,+82-61-322-2008,,,http://tong.visitkorea.or.kr/cms/resource/31/726631_image2_1.jpg,,,
1707,顺天松广寺山寺体验(순천 송광사 산사체험),全南顺天市松广面新坪里전라남도 순천시 송광면 송광사안길 100,##한국#관광지#관광명소#여행지,松广寺 061-755-0108,www.songgwangsa.org,,http://tong.visitkorea.or.kr/cms/resource/67/1342067_image2_1.jpg,,,
1708,潭阳昌平三支川村[慢城]담양 창평 삼지내마을[슬로시티],全罗南道潭阳郡昌平面Doldam街전라남도 담양군 창평면 돌담길 9-22,##한국#관광지#관광명소#여행지,慢城促进委员会 +82-61-380-3807,http://www.slowcp.com,,http://tong.visitkorea.or.kr/cms/resource/56/898356_image2_1.jpg,,,
1709,独角仙村[慢城]장수풍뎅이마을 [슬로시티],只在7月的庆典期间适合游客访问,##한국#관광지#관광명소#여행지,体验村/观光农园,,,http://tong.visitkorea.or.kr/cms/resource/49/1609749_image2_1.jpg,,,
1710,驾鹤山自然休养林(가학산자연휴양림),※ 因AI疫情禽鸟馆及猴子学习场临时闭馆 - 至AI疫情终止时 访问前请提前确认,##한국#관광지#관광명소#여행지,自然休养林/树木园,,,http://tong.visitkorea.or.kr/cms/resource/37/219037_image2_1.jpg,,,      全罗南道海南的驾鹤山自然休养林位于黑石山的山脚下，于1999年7月开始对外开放。黑石山每逢春季，遍山开满山踯躅，美艳动人，并且，到了5月，这里还会举行山踯躅庆典等活动。海南地区第一处自然休养林驾鹤山休养林，岩石林立，外形特别，是韩国国内最早的松树林区。      休养林内有散步路、体力锻炼设施、野生花园地、大坝围成的水游戏场等设施，以及可以举行宴会的草坪广场，可住宿的森林之家、野营场等。具体预约信息请电话咨询。预约)+82-61-535-4812(韩)* 住宿费森林之家 – 4人 40000韩元 / 5人 50000韩元 野营场 2000韩元开放日 1999年7月利用时间 [住宿] 14:00~11:00停车设施 有（小型/大型停车场）容纳人数 最多容纳700名/天 最低450名/天入场费 免费可用设施 * 住宿设施 - 7坪-9栋、12坪-4栋、18坪（休养馆）-4个、30坪-家族馆、22坪-仙女栋、22坪-樵夫栋、团体室、野营栋2处、野营露台13处* 便利设施 - 管理事务所、亭子、山林浴场、散步路、游泳池等 * 停车设施 - 小型停车场、大型停车场* 教育设施 - 野生花园地、鸟类学习馆、猴子窝设施使用费 森林之家 - 旺季   50000~180000韩元 /淡季   40000~140000韩元 休养馆 - 旺季   120000~150000韩元 /淡季   95000~120000韩元会议室 - 旺季   80000韩元 /淡季   65000韩元（3小时基准）* 超过时间时，1小时20000韩元自动野营场 - 20000韩元※ 旺季（7月1日~8月31日）、周末（周五、周六）、公休日前日卫生间 有韩国人预约信息网站预约
1711,池里海水浴场 지리해수욕장,全南莞岛郡青山面池里전라남도 완도군 청산면 청산로 1462-58,##한국#관광지#관광명소#여행지,莞岛郡厅观光政策科(海水浴场) +82-61-550-5423 青山面事务所 +82-61-550-6496,www.wando.go.kr,,http://tong.visitkorea.or.kr/cms/resource/24/214524_image2_1.jpg,,,
1712,新兴海水浴场신흥해수욕장,全罗南道莞岛郡靑山面青山路672号街4전라남도 완도군 청산면 청산로672번길 4 (청산면),##한국#관광지#관광명소#여행지,莞岛郡观光咨询处 +82-61-550-5151~3,http://www.wando.go.kr/tour,,http://tong.visitkorea.or.kr/cms/resource/15/214515_image2_1.jpg,,,
1713,光阳江梅花村(광양 매화마을),全南光阳市多鸭面蟾津江梅花路1563-1전라남도 광양시 다압면 섬진강매화로 1563-1,##한국#관광지#관광명소#여행지,村落信息中心 +82-61-772-9494,www.invil.org,,http://tong.visitkorea.or.kr/cms/resource/49/2483749_image2_1.jpg,,,      沿着从智异山脊流淌到蟾津江的江水前行，在其支流处有座以梅花树而闻名的村落——蟾津村。这里的农家，在山与田之间，种植的不是农田，而是大量的梅花树，每逢3月，雪白的梅花绽放之时，整个村庄呈现一片白色，犹如被白雪覆盖一般，银装素裹，分外妖娆。这里由江面袭来的暖风适宜，降雨量适中，因此每村的农耕年产量都超过100吨。      到处都是梅花的这里，在3月初、中旬时，沿着智异山的山脊，形成一片花的海洋，而6月则是果实收获的季节。蟾津村的果实，在其他花朵冬眠之时开放，在害虫盛行之前收获，因此不需要任何农药的灌溉，是真正天然纯净的大自然产物。这里有全国规模最大的梅花树青果实农园，是在1930年由栗山的金五川(音)先生呕心沥血建造的，内有70年树龄的古树以及梅花树园地等。并且，在农园的后侧，拥有可以承载果实酿造食品的传统瓮器2000余个。出了农园向蟾津江走，在抓蚬子的地方，风景也是一流的。蟾津村每年在梅花盛开的3月举行“梅花庆典”。管理者 光阳市厅体验活动/项目 梅花路体验、挖蕨菜、制作果浆、采摘果实、加工果实体验等停车设施 可以停车入场费 免费
1714,兴轮寺(흥륜사),全南顺天市稠谷洞전라남도 순천시 장대길 102 (조곡동),##한국#관광지#관광명소#여행지,兴轮寺 061-744-7773,cafe.daum.net/tnscjsgmdfbstk,,http://tong.visitkorea.or.kr/cms/resource/43/1971043_image2_1.jpg,,,
1715,潭阳鸣玉轩苑林(담양 명옥헌 원림),全罗南道潭阳郡古西面后山路103전라남도 담양군 고서면 후산길 103 (고서면),##한국#관광지#관광명소#여행지,+82-61-380-3152,tour.damyang.go.kr,,http://tong.visitkorea.or.kr/cms/resource/72/2025872_image2_1.jpg,,,
1716,俛仰亭(면앙정),全罗南道潭阳郡凤山面俛仰亭路382-11전라남도 담양군 봉산면 면앙정로 382-11,##한국#관광지#관광명소#여행지,文化体育科(文化财) 82-61-380-2810~3,http://tour.damyang.go.krhttp://www.cha.go.kr,,http://tong.visitkorea.or.kr/cms/resource/07/1034307_image2_1.jpg,,,
1717,官防堤林(관방제림),全南潭阳郡潭阳邑客舍里1南山里一带전남 담양군 담양읍 객사리1 (객사리 남산리 일원),##한국#관광지#관광명소#여행지,观光休闲科 +82-61-380-3150~3,http://tour.damyang.go.kr,,http://tong.visitkorea.or.kr/cms/resource/48/741948_image2_1.jpg,,,
